"length(which_indiv)" "ownership" "headsex" "headrace" "headhisp" "headage"
1 1 1 1 1 69
3 1 2 1 1 51
3 2 2 1 1 29
1 1 1 1 1 64
2 1 2 1 1 53
2 2 2 2 1 36
1 1 1 1 1 71
1 1 2 1 1 68
1 1 2 1 1 61
1 1 2 1 1 46
1 1 2 1 1 77
1 2 2 1 1 33
1 2 1 6 1 43
3 1 1 1 5 38
3 1 1 7 2 39
2 1 2 1 1 55
2 1 1 1 1 41
2 2 1 1 1 66
2 1 2 1 1 32
1 1 2 1 1 54
1 1 2 1 1 70
1 2 2 2 3 25
2 1 1 1 1 68
1 2 2 1 1 25
2 1 1 4 1 35
1 1 2 1 1 74
1 1 1 1 1 79
2 1 1 1 1 51
1 1 1 1 1 31
1 2 1 1 5 59
1 1 2 1 1 46
3 1 2 1 1 48
1 1 2 1 1 52
1 2 1 1 1 34
2 1 2 1 1 54
3 1 1 1 2 50
3 1 2 1 1 35
1 2 2 1 1 86
2 1 1 1 1 64
2 2 1 1 1 23
1 1 1 1 1 63
1 1 1 1 1 62
2 1 1 1 1 51
1 1 1 1 1 90
1 2 2 1 1 40
1 2 2 1 1 36
1 2 1 1 1 45
1 1 1 1 1 66
2 1 2 2 1 83
3 2 2 8 1 42
1 1 1 1 1 50
1 1 1 1 1 52
1 1 1 1 1 67
1 2 2 2 1 33
1 1 1 1 1 66
3 1 1 1 1 49
1 1 1 1 1 68
1 1 2 1 1 59
1 2 1 2 1 60
1 1 2 1 1 74
2 2 2 2 1 34
2 1 2 1 1 52
1 1 1 1 1 67
1 1 1 1 1 65
1 1 1 1 1 85
2 2 1 1 1 22
1 1 1 1 1 51
1 1 2 1 1 65
1 2 1 1 1 41
3 1 1 1 1 56
1 2 2 1 1 36
1 2 2 1 1 33
1 1 1 1 1 57
1 1 1 1 1 66
2 1 1 8 1 64
1 2 1 6 1 22
2 2 2 1 1 26
3 1 1 1 1 42
1 2 1 1 1 69
2 1 2 1 1 38
2 1 1 2 1 72
3 1 2 6 1 55
2 1 2 1 1 31
1 1 1 1 1 59
1 1 1 1 1 57
1 1 1 1 1 57
1 1 1 1 1 62
2 2 1 4 1 26
2 1 1 1 1 61
1 2 1 1 1 21
3 2 1 1 1 39
3 1 1 1 1 42
1 1 1 1 1 66
1 1 2 1 1 55
1 1 2 1 1 80
1 2 2 1 1 55
1 2 1 1 2 49
1 2 1 1 1 62
2 1 2 8 1 46
2 2 2 1 1 30
2 1 1 1 1 28
2 1 1 1 2 54
1 2 1 1 1 33
2 1 1 1 1 45
1 2 1 3 1 23
3 1 1 1 1 57
1 1 1 1 1 73
2 1 2 1 1 54
1 1 1 1 1 73
3 1 2 1 1 40
2 1 1 1 1 25
3 1 2 1 1 30
1 1 2 1 1 50
1 1 2 1 2 95
3 1 1 1 1 41
1 2 2 1 1 27
1 1 1 1 1 89
1 2 2 1 1 79
1 1 1 1 1 77
1 1 2 1 1 70
1 1 1 1 1 56
3 1 2 1 1 54
1 1 1 1 1 69
1 1 1 1 1 72
1 1 1 1 1 74
2 1 2 1 1 45
2 1 2 1 1 51
1 2 1 1 1 45
1 1 1 1 1 54
1 1 1 1 1 63
1 1 1 1 1 86
1 1 1 1 1 45
1 2 1 1 1 57
1 2 1 1 1 60
1 1 1 1 1 64
1 2 1 1 1 73
1 1 2 1 1 64
1 1 1 1 1 76
3 1 1 1 1 57
2 1 1 1 1 41
3 2 2 6 1 40
1 1 1 2 1 71
1 1 1 1 1 83
1 1 1 1 1 69
1 1 1 1 1 69
1 2 1 1 1 64
1 1 2 1 1 59
1 1 2 1 1 68
1 1 1 1 1 62
1 1 2 1 1 74
1 1 1 1 1 77
1 2 1 1 1 48
1 1 2 2 1 36
1 1 1 4 1 68
1 1 1 1 1 73
1 1 2 1 1 72
1 1 1 1 1 60
1 1 1 1 1 76
2 1 2 1 1 46
1 1 1 1 1 66
1 1 1 1 1 34
2 1 2 1 1 29
1 1 2 1 1 49
1 1 2 1 1 53
2 2 2 2 1 37
3 1 1 1 1 49
2 2 1 1 1 33
3 1 1 1 1 47
3 1 1 1 1 57
2 1 1 1 1 43
2 1 1 1 1 30
3 1 1 1 1 34
1 1 2 1 1 32
2 1 2 1 1 54
3 2 2 1 5 40
2 1 1 1 1 51
1 1 1 1 1 52
1 1 1 1 1 68
1 1 2 1 1 77
2 1 1 1 1 49
1 1 1 1 1 57
1 1 1 1 1 82
1 1 1 1 1 80
1 1 1 1 1 24
2 1 1 8 1 38
2 1 1 1 1 54
2 2 2 1 2 27
2 1 2 1 1 50
2 1 2 1 1 51
1 1 2 1 2 65
2 1 1 1 1 34
1 1 2 3 1 56
1 1 1 1 1 72
1 1 2 1 1 56
1 1 2 1 1 79
2 1 1 1 1 73
1 1 1 1 1 65
1 1 1 4 1 53
1 1 1 1 1 33
2 1 1 1 1 59
1 1 1 1 1 88
1 1 2 1 1 55
2 2 2 2 1 45
1 1 2 2 5 55
1 1 2 1 1 50
1 1 2 1 1 76
2 1 2 1 2 63
1 1 1 1 1 60
3 2 2 1 1 34
1 1 1 1 1 77
1 1 1 1 1 51
1 2 2 6 1 23
1 2 1 1 1 24
2 2 1 1 1 20
3 1 1 1 1 46
1 1 1 1 1 35
1 2 1 1 1 62
1 2 2 8 1 35
3 2 1 7 2 65
1 2 1 1 1 28
1 1 1 1 1 63
2 1 2 1 1 44
2 2 2 7 2 22
1 1 2 1 1 66
2 1 1 1 1 55
3 1 1 1 1 42
1 1 1 1 1 74
1 1 1 1 1 42
1 2 2 1 1 28
1 1 2 1 1 64
2 1 1 6 1 34
1 2 2 2 1 45
2 2 2 2 1 33
1 1 1 1 1 80
1 1 2 1 1 52
2 1 2 1 1 30
2 2 2 1 1 28
1 1 2 1 1 39
3 1 1 1 1 48
1 2 2 1 5 35
1 1 2 1 1 54
1 1 1 1 1 67
2 1 2 2 1 47
3 1 1 1 1 55
1 1 1 1 1 27
1 1 1 1 1 75
1 1 1 1 3 94
1 1 1 1 1 66
1 1 2 1 1 77
1 1 1 1 1 55
2 1 1 1 1 73
1 1 1 1 1 39
1 1 2 1 1 86
1 1 1 1 1 67
1 1 2 1 1 82
3 2 2 2 1 31
1 1 2 1 1 43
1 2 2 7 2 76
1 2 2 1 1 64
3 2 2 1 1 36
2 1 1 1 1 47
1 1 1 1 1 33
3 2 1 1 1 21
2 1 2 1 1 51
2 2 2 6 1 41
1 1 2 1 1 45
1 1 1 1 1 57
1 1 2 1 1 51
1 1 2 1 1 75
2 1 1 7 2 59
3 1 2 6 1 34
1 1 1 1 5 43
3 1 1 1 1 50
1 1 1 1 1 55
1 1 2 1 1 60
2 2 2 1 1 28
2 2 2 1 1 46
2 1 1 1 1 50
1 2 2 3 2 22
1 1 1 1 2 41
3 2 2 1 1 25
1 1 2 1 1 62
2 1 1 1 1 53
1 2 2 1 1 29
1 1 2 1 1 66
2 1 1 1 1 60
1 2 1 2 1 55
1 2 2 2 1 76
1 1 2 2 1 44
1 1 2 1 1 64
1 2 1 1 1 24
1 1 1 1 1 52
1 2 1 1 1 61
2 1 1 1 1 54
2 1 1 1 1 48
3 1 2 1 1 46
1 1 2 1 1 65
2 1 1 1 1 60
2 1 2 1 1 59
1 1 1 1 1 74
2 2 1 2 1 59
3 1 1 1 1 61
3 1 1 1 1 48
1 1 1 1 1 28
3 1 1 1 1 41
2 1 1 1 1 38
1 1 2 1 1 57
1 2 1 1 1 24
1 1 1 1 1 56
2 2 2 2 1 24
1 1 2 2 1 55
1 2 1 1 1 65
3 2 1 1 1 51
2 1 1 1 1 28
2 1 2 1 1 43
1 1 1 1 1 57
1 2 2 1 3 23
3 1 2 7 2 37
1 2 1 3 1 20
1 1 1 1 1 74
1 1 1 1 2 30
3 1 2 1 1 49
1 1 2 1 5 86
1 1 1 1 1 88
1 1 1 1 1 77
2 1 1 1 1 35
1 1 1 1 1 72
1 1 2 1 1 68
3 1 1 1 1 60
1 1 1 1 1 57
3 1 1 1 1 53
3 1 1 1 1 29
1 2 2 1 1 48
3 1 2 1 1 46
3 2 1 8 1 46
2 1 2 1 1 50
1 1 2 1 1 41
1 1 1 1 1 30
1 1 1 1 1 58
3 1 2 1 1 37
2 1 2 1 1 45
1 1 2 1 1 51
3 1 2 1 1 49
2 2 2 2 1 57
2 1 2 1 1 68
1 1 1 1 1 61
2 1 1 1 1 59
3 1 1 1 1 48
2 1 1 1 1 63
3 1 1 1 1 63
3 1 1 2 1 62
2 1 2 2 1 58
1 1 2 1 1 65
3 1 1 1 1 36
1 1 2 1 1 56
1 2 1 1 1 46
3 1 1 1 1 52
1 2 2 1 1 66
1 1 1 1 5 49
1 1 1 1 1 71
1 2 1 1 1 53
1 1 2 1 1 56
2 1 1 1 1 55
