"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
45286 2 NA NA 1 53 3 1 NA 2 1 79
45287 2 2 NA NA 50 NA 2 NA 1 1 53
45287 3 1 1 1 18 3 2 NA 1 1 53
45288 2 2 NA 1 NA NA 1 NA 1 1 49
45288 3 NA 1 1 23 3 1 NA 1 1 49
45288 4 2 NA NA 20 3 1 NA 1 1 49
45289 2 1 NA 1 20 3 2 NA NA NA 43
45289 3 2 1 1 NA 3 2 NA NA NA 43
45289 4 1 1 1 NA 12 2 NA NA NA 43
45290 2 NA 1 1 NA 2 1 1 1 1 67
45290 3 1 1 NA 42 5 1 1 1 1 67
45290 4 2 1 NA 14 NA 1 1 1 1 67
45291 2 2 1 NA NA 2 NA 1 1 1 52
45292 2 1 1 NA NA 2 1 2 1 1 49
45292 3 2 8 1 15 3 1 2 1 1 49
45293 2 NA 2 1 15 NA NA NA 2 1 55
45294 2 NA NA 1 35 NA NA 1 1 1 35
45294 3 1 NA 1 10 3 NA 1 1 1 35
45294 4 2 1 1 6 NA NA 1 1 1 35
45295 2 2 1 5 30 6 NA NA 1 5 48
45295 3 1 NA NA NA 11 NA NA 1 5 48
45295 4 2 1 5 NA NA NA NA 1 5 48
45295 5 1 1 2 20 NA NA NA 1 5 48
45296 2 2 1 1 NA NA 1 1 NA NA 75
45297 2 2 1 NA NA 2 1 1 NA 1 51
45298 2 2 1 NA 57 2 1 1 1 1 59
45299 2 NA 1 1 35 3 1 NA NA 1 66
45300 2 2 NA 1 28 NA 2 NA 2 1 28
45301 2 1 2 1 NA 2 1 NA NA 1 44
45302 2 2 1 1 NA 2 1 1 1 1 53
45302 3 NA NA NA 10 8 1 1 1 1 53
45303 2 2 2 NA 29 12 2 NA 6 1 28
45303 3 2 2 1 25 12 2 NA 6 1 28
45304 2 NA 2 NA 28 2 NA 2 1 2 25
45304 3 NA NA 2 8 3 NA 2 1 2 25
45304 4 2 2 2 4 NA NA 2 1 2 25
45304 5 2 2 NA 1 NA NA 2 1 2 25
45304 6 NA 2 NA 1 3 NA 2 1 2 25
45305 2 1 1 NA NA 2 1 NA 1 NA 42
45306 2 2 1 1 NA NA 1 1 1 1 52
45307 2 1 8 1 NA 2 NA NA 1 NA 30
45308 2 2 NA NA 57 2 1 NA 1 1 63
45308 3 NA 1 1 27 3 1 NA 1 1 63
45308 4 2 1 1 25 3 1 NA 1 1 63
45308 5 1 NA NA 33 NA 1 NA 1 1 63
45309 2 2 1 1 NA 2 1 1 1 NA 60
45309 3 1 1 NA 29 3 1 1 1 NA 60
45310 2 2 7 NA NA 2 2 NA NA 2 45
45310 3 1 7 2 20 3 2 NA NA 2 45
45310 4 NA 7 2 14 3 2 NA NA 2 45
45310 5 1 NA NA 11 NA 2 NA NA 2 45
45310 6 2 8 2 9 NA 2 NA NA 2 45
45311 2 1 8 NA 47 3 NA 2 NA 1 79
45311 3 2 1 1 42 10 NA 2 NA 1 79
45311 4 1 NA 1 NA 12 NA 2 NA 1 79
45312 2 NA NA 1 NA 3 NA 2 1 1 37
45312 3 NA 1 NA 10 3 NA 2 1 1 37
45312 4 1 1 NA 9 3 NA 2 1 1 37
45312 5 1 1 1 NA 12 NA 2 1 1 37
45313 2 2 1 1 37 2 1 NA 1 NA 37
45313 3 2 1 NA 5 3 1 NA 1 NA 37
45313 4 1 NA 1 2 3 1 NA 1 NA 37
45314 2 1 NA 1 NA NA 1 2 1 1 73
45315 2 2 NA 1 38 NA NA NA 1 1 51
45315 3 2 1 NA 4 3 NA NA 1 1 51
45316 2 NA 1 1 54 2 NA 1 1 1 65
45316 3 NA 1 1 17 3 NA 1 1 1 65
45317 2 1 7 5 42 NA 2 NA 1 NA 32
45318 2 1 NA NA 41 NA 1 2 2 4 70
45319 2 1 1 1 28 NA NA NA 1 NA 24
45319 3 1 1 1 3 NA NA NA 1 NA 24
45320 2 2 1 NA NA 2 NA NA 1 1 56
45321 2 1 NA NA 40 2 1 2 2 1 34
45321 3 NA 2 1 10 NA 1 2 2 1 34
45321 4 2 2 NA 41 6 1 2 2 1 34
45322 2 2 1 1 NA NA 1 1 NA 1 77
45323 2 2 1 1 NA 2 1 NA 1 NA 71
45323 3 2 NA 1 21 8 1 NA 1 NA 71
45324 2 1 NA 1 41 2 1 2 1 NA 36
45324 3 2 NA 2 NA 3 1 2 1 NA 36
45325 2 NA 1 1 NA 2 1 NA 1 1 44
45325 3 1 1 NA 14 NA 1 NA 1 1 44
45325 4 1 NA NA 10 3 1 NA 1 1 44
45326 2 2 NA NA NA 2 NA NA 1 1 36
45326 3 2 NA 1 6 NA NA NA 1 1 36
45327 2 NA NA 1 62 3 1 NA 1 1 86
45327 3 NA 1 NA 59 3 1 NA 1 1 86
45327 4 1 NA NA 54 3 1 NA 1 1 86
45327 5 1 1 NA 53 3 1 NA 1 1 86
45327 6 1 1 1 NA 3 1 NA 1 1 86
45328 2 2 1 1 44 2 1 NA 1 1 45
45328 3 2 1 NA 14 NA 1 NA 1 1 45
45328 4 2 NA NA 11 NA 1 NA 1 1 45
45329 2 2 NA 1 48 2 1 1 1 1 51
45329 3 1 1 NA 18 3 1 1 1 1 51
45329 4 1 NA 1 16 3 1 1 1 1 51
45330 2 2 NA 1 NA 2 NA NA 1 1 73
45330 3 NA 1 1 44 3 NA NA 1 1 73
45331 2 1 1 1 25 NA 2 2 1 NA 24
45331 3 2 1 NA 5 NA 2 2 1 NA 24
45331 4 1 1 1 3 3 2 2 1 NA 24
45331 5 NA 1 1 NA 6 2 2 1 NA 24
45332 2 1 6 NA 38 NA 1 2 6 NA 36
45332 3 1 6 NA 8 3 1 2 6 NA 36
45333 2 2 NA 1 NA NA NA 1 1 1 37
45333 3 2 1 NA NA 3 NA 1 1 1 37
45333 4 2 1 NA 11 3 NA 1 1 1 37
45333 5 NA 1 NA 9 NA NA 1 1 1 37
45333 6 NA 1 NA NA 3 NA 1 1 1 37
45333 7 NA 1 1 NA NA NA 1 1 1 37
45333 8 NA NA NA 4 NA NA 1 1 1 37
45334 2 2 1 1 NA 2 1 NA 1 1 61
45335 2 2 1 1 21 3 2 2 1 NA 47
45335 3 1 1 NA 16 3 2 2 1 NA 47
45336 2 NA 1 1 NA 2 1 1 6 NA 55
45337 2 2 1 NA NA 2 1 1 1 1 65
45338 2 2 1 1 60 2 1 1 1 NA 55
45339 2 2 1 NA NA 2 1 1 NA 1 52
45339 3 1 1 1 19 3 1 1 NA 1 52
45340 2 1 1 1 46 2 NA 2 NA 1 47
45340 3 1 1 1 NA 3 NA 2 NA 1 47
45340 4 2 1 1 NA 3 NA 2 NA 1 47
45341 2 NA 1 NA NA NA 2 NA 1 1 84
45342 2 NA 2 1 9 3 NA 2 NA 1 30
45342 3 1 2 1 7 3 NA 2 NA 1 30
45343 2 NA 1 1 36 2 1 NA NA 1 30
45343 3 1 1 1 1 3 1 NA NA 1 30
45344 2 2 NA NA 63 2 1 NA NA NA 64
45345 2 NA 1 1 54 2 1 1 1 NA 60
45345 3 2 1 1 28 3 1 1 1 NA 60
45346 2 1 NA 1 19 NA NA 2 NA 1 43
45346 3 2 1 NA 3 NA NA 2 NA 1 43
45347 2 NA 1 1 26 NA 1 NA NA 1 30
45348 2 NA 1 2 34 13 NA 2 6 NA 33
45349 2 NA NA NA 65 2 1 2 1 1 64
45350 2 2 1 1 NA 12 1 2 1 1 33
45351 2 1 2 NA 11 3 2 2 2 NA 46
45352 2 1 NA 1 34 3 1 2 NA 1 57
45353 2 2 1 NA 54 2 1 1 NA 1 57
45353 3 1 1 1 NA 3 1 1 NA 1 57
45354 2 2 1 1 NA 2 1 NA 1 NA 77
45355 2 1 1 1 NA NA 1 2 1 1 64
45355 3 1 1 1 NA NA 1 2 1 1 64
45356 2 NA NA 1 47 NA 1 NA 1 1 49
45356 3 1 NA 1 NA 3 1 NA 1 1 49
45356 4 1 9 NA 14 3 1 NA 1 1 49
45356 5 1 NA NA 13 NA 1 NA 1 1 49
45356 6 NA 9 1 11 3 1 NA 1 1 49
45357 2 1 1 2 32 2 2 2 NA NA 34
45357 3 2 1 2 11 3 2 2 NA NA 34
45358 2 1 1 1 23 3 1 NA 1 1 49
45359 2 NA 6 NA 27 2 1 NA 6 1 47
45359 3 NA 6 NA NA 3 1 NA 6 1 47
45359 4 2 6 NA 23 11 1 NA 6 1 47
45360 2 NA NA 2 NA 2 2 2 1 NA 31
45360 3 2 1 2 6 NA 2 2 1 NA 31
45361 2 NA NA 1 NA 2 1 NA NA 1 76
45362 2 NA 1 1 NA 2 1 1 1 NA 59
45363 2 1 2 1 12 NA 1 2 2 NA 32
45363 3 NA 2 1 NA 3 1 2 2 NA 32
45363 4 NA NA NA NA 12 1 2 2 NA 32
45364 2 1 2 1 NA 2 1 NA NA 1 57
45364 3 NA NA 1 26 NA 1 NA NA 1 57
45365 2 1 1 1 33 2 1 2 NA NA 31
45365 3 2 1 NA NA 3 1 2 NA NA 31
45365 4 1 NA NA 5 NA 1 2 NA NA 31
45366 2 2 NA 1 NA 2 2 NA NA 3 36
45366 3 1 1 NA 13 3 2 NA NA 3 36
45366 4 2 1 3 10 3 2 NA NA 3 36
45367 2 2 1 1 NA 2 1 1 1 1 73
45368 2 2 NA 1 NA 2 1 NA NA NA 65
45368 3 NA 6 1 34 NA 1 NA NA NA 65
45368 4 2 6 NA 28 3 1 NA NA NA 65
45369 2 1 NA 1 NA NA NA 2 1 1 64
45369 3 NA NA NA 24 3 NA 2 1 1 64
45369 4 1 1 1 85 NA NA 2 1 1 64
45370 2 1 1 1 53 2 1 NA 1 NA 49
45371 2 2 NA 1 41 2 1 NA NA 1 41
45371 3 2 1 1 14 3 1 NA NA 1 41
45371 4 1 1 1 13 3 1 NA NA 1 41
45371 5 1 NA NA 11 3 1 NA NA 1 41
45372 2 1 2 1 36 12 2 NA 2 1 32
45373 2 2 1 1 48 NA 1 NA 1 5 50
45373 3 NA 1 5 15 NA 1 NA 1 5 50
45373 4 1 1 5 11 3 1 NA 1 5 50
45374 2 NA 1 NA NA 2 1 1 1 1 52
45374 3 NA 1 1 13 NA 1 1 1 1 52
45374 4 NA 1 1 11 3 1 1 1 1 52
45375 2 2 1 1 65 2 NA 1 1 NA 69
45376 2 NA 1 1 NA 3 1 1 1 1 31
45377 2 NA 1 1 NA 2 1 2 8 5 43
45377 3 1 1 5 11 NA 1 2 8 5 43
45377 4 2 1 5 9 3 1 2 8 5 43
45378 2 NA NA NA NA 2 2 NA 1 1 30
45378 3 2 NA 1 7 NA 2 NA 1 1 30
45378 4 2 1 NA 7 NA 2 NA 1 1 30
45379 2 NA NA 1 60 2 NA NA 1 1 55
45380 2 2 NA 1 43 2 NA 1 1 1 41
45380 3 2 1 1 8 NA NA 1 1 1 41
45380 4 2 1 1 7 NA NA 1 1 1 41
45381 2 2 1 NA 59 NA 1 1 1 1 65
45382 2 2 1 NA 75 2 1 1 NA 1 78
45383 2 1 1 1 63 12 NA NA 1 1 54
45384 2 2 1 NA NA NA 2 1 NA NA 56
45384 3 NA NA NA NA NA 2 1 NA NA 56
45385 2 1 NA 1 53 2 1 2 1 1 55
45386 2 1 5 1 NA 3 NA 1 NA 1 51
45386 3 NA 5 NA 6 8 NA 1 NA 1 51
45386 4 NA 5 1 41 11 NA 1 NA 1 51
45387 2 1 1 1 36 NA 1 2 1 1 43
45387 3 1 1 1 9 3 1 2 1 1 43
45387 4 2 1 1 7 NA 1 2 1 1 43
45388 2 1 1 NA NA 2 NA 2 1 NA 40
45388 3 1 1 NA 10 3 NA 2 1 NA 40
45388 4 2 1 1 NA NA NA 2 1 NA 40
45388 5 1 1 NA 1 NA NA 2 1 NA 40
45389 2 NA NA 1 NA 3 1 2 1 NA 73
45389 3 1 NA 1 41 3 1 2 1 NA 73
45390 2 2 1 1 53 2 1 1 1 NA 63
45391 2 NA NA 1 50 NA 1 1 1 1 51
45391 3 1 NA 1 20 NA 1 1 1 1 51
45391 4 2 NA 1 14 3 1 1 1 1 51
45391 5 2 NA 1 NA 4 1 1 1 1 51
45392 2 2 1 3 69 2 1 1 NA 3 72
45392 3 2 NA 3 35 NA 1 1 NA 3 72
45393 2 2 1 1 NA 2 NA NA 1 NA 38
45393 3 NA NA 4 5 NA NA NA 1 NA 38
45393 4 NA 1 4 NA 3 NA NA 1 NA 38
45394 2 2 8 1 43 NA NA NA 1 1 40
45394 3 1 8 1 11 NA NA NA 1 1 40
45394 4 1 8 1 NA NA NA NA 1 1 40
45394 5 1 8 1 17 NA NA NA 1 1 40
45395 2 2 NA NA NA 2 NA 1 1 1 60
45396 2 1 1 5 10 3 2 2 1 5 32
45396 3 NA 1 NA 3 NA 2 2 1 5 32
45396 4 2 1 2 NA NA 2 2 1 5 32
45397 2 2 NA 1 70 2 1 1 NA NA 75
45398 2 1 NA 2 33 2 NA 2 1 2 28
45398 3 1 1 2 NA 3 NA 2 1 2 28
45398 4 1 1 2 7 NA NA 2 1 2 28
45399 2 NA 1 1 NA NA 1 2 1 1 48
45400 2 2 1 NA NA 2 1 1 NA 1 47
45401 2 1 1 NA NA 2 1 2 1 NA 79
45402 2 1 1 1 58 2 1 2 1 1 57
45402 3 2 1 NA 26 3 1 2 1 1 57
45402 4 1 NA NA 17 NA 1 2 1 1 57
45403 2 1 1 1 NA 2 NA NA NA 1 51
45404 2 2 1 1 36 NA 1 1 1 1 37
45404 3 1 1 NA 7 3 1 1 1 1 37
45404 4 1 NA 1 4 NA 1 1 1 1 37
45405 2 1 2 1 NA 3 NA 2 2 NA 40
45405 3 NA 2 NA 9 3 NA 2 2 NA 40
45405 4 2 2 1 5 NA NA 2 2 NA 40
45406 2 1 1 1 79 NA NA NA 1 NA 75
45407 2 NA NA NA 61 NA 1 2 NA 1 57
45408 2 2 1 NA 53 2 1 1 1 1 54
45408 3 NA NA 1 NA 3 1 1 1 1 54
45409 2 2 2 NA NA 2 1 1 2 NA 39
45409 3 NA NA 1 13 3 1 1 2 NA 39
45409 4 1 2 1 20 NA 1 1 2 NA 39
45410 2 2 NA NA 14 3 2 2 NA NA 36
45410 3 1 2 1 37 12 2 2 NA NA 36
45411 2 2 NA 3 27 2 1 NA NA NA 37
45411 3 2 1 1 NA NA 1 NA NA NA 37
45411 4 NA 1 1 8 3 1 NA NA NA 37
45411 5 1 NA NA NA NA 1 NA NA NA 37
45411 6 2 1 NA 9 NA 1 NA NA NA 37
45412 2 2 NA 1 46 2 2 1 1 1 46
45412 3 2 NA 1 5 3 2 1 1 1 46
45413 2 1 NA 1 NA 2 NA 2 NA 1 50
45413 3 1 NA 1 NA NA NA 2 NA 1 50
45413 4 1 NA 1 13 NA NA 2 NA 1 50
45413 5 NA NA 1 NA 3 NA 2 NA 1 50
45414 2 2 1 5 NA 2 NA NA 2 1 43
45414 3 1 2 5 6 3 NA NA 2 1 43
45414 4 1 2 5 2 3 NA NA 2 1 43
45415 2 2 1 NA 67 2 1 NA 1 1 69
45415 3 1 1 1 43 3 1 NA 1 1 69
45415 4 NA NA NA 38 NA 1 NA 1 1 69
45416 2 NA 1 1 38 3 1 NA 1 1 65
45416 3 2 1 1 5 8 1 NA 1 1 65
45416 4 2 1 1 2 NA 1 NA 1 1 65
45417 2 1 NA NA NA NA NA 2 1 NA 43
45417 3 2 NA NA 23 3 NA 2 1 NA 43
45417 4 NA 1 NA 16 NA NA 2 1 NA 43
45417 5 1 1 NA 8 3 NA 2 1 NA 43
45418 2 NA 1 NA 37 NA NA 1 NA 2 38
45419 2 2 1 1 44 2 1 1 1 1 44
45419 3 1 1 NA 1 3 1 1 1 1 44
45420 2 2 1 1 NA NA NA NA 1 1 85
45421 2 2 1 1 NA 2 NA 1 1 1 50
45421 3 NA 1 1 7 3 NA 1 1 1 50
45421 4 1 1 NA 14 5 NA 1 1 1 50
45421 5 2 1 1 8 NA NA 1 1 1 50
45422 2 2 NA 1 80 2 NA NA 1 NA 80
45423 2 NA 2 1 3 3 NA NA 2 1 25
45423 3 1 NA NA 3 3 NA NA 2 1 25
45423 4 1 NA 1 2 NA NA NA 2 1 25
45424 2 1 1 1 23 4 2 1 NA 5 69
45425 2 NA 1 NA NA 2 NA 1 1 1 61
45425 3 NA 1 NA 12 NA NA 1 1 1 61
45425 4 2 NA 1 9 3 NA 1 1 1 61
45425 5 2 NA 1 NA 3 NA 1 1 1 61
45426 2 2 1 1 75 NA 1 NA 1 1 85
45427 2 NA 2 NA 28 3 2 2 2 1 55
45427 3 1 2 1 17 3 2 2 2 1 55
45428 2 2 1 1 NA 2 1 1 1 1 38
45428 3 1 1 NA 21 NA 1 1 1 1 38
45428 4 2 1 NA 49 6 1 1 1 1 38
45429 2 1 7 2 NA NA 2 2 7 2 29
45429 3 NA 7 2 NA NA 2 2 7 2 29
45429 4 NA 7 NA NA 3 2 2 7 2 29
45429 5 1 7 NA 5 NA 2 2 7 2 29
45429 6 1 7 NA 2 NA 2 2 7 2 29
45430 2 1 NA 1 33 NA 1 2 1 1 32
45430 3 NA 1 1 14 3 1 2 1 1 32
45430 4 NA 1 NA 12 NA 1 2 1 1 32
45431 2 NA NA 1 NA 2 1 NA NA NA 40
45431 3 2 2 1 10 NA 1 NA NA NA 40
45431 4 1 2 1 8 3 1 NA NA NA 40
45431 5 2 8 NA 6 NA 1 NA NA NA 40
45432 2 2 1 2 40 2 1 1 1 2 40
45432 3 1 1 NA 14 NA 1 1 1 2 40
45432 4 1 1 NA 11 NA 1 1 1 2 40
45432 5 1 1 2 8 3 1 1 1 2 40
45433 2 2 1 NA 28 2 1 1 NA NA 36
45434 2 NA 1 NA 2 NA NA 2 1 1 54
45434 3 NA 1 1 25 13 NA 2 1 1 54
45435 2 1 1 NA NA 2 1 NA 1 NA 33
45435 3 1 1 1 1 3 1 NA 1 NA 33
45436 2 NA NA 1 33 2 1 1 1 1 37
45436 3 1 1 1 15 3 1 1 1 1 37
45436 4 NA 1 1 13 3 1 1 1 1 37
45436 5 2 1 NA 8 3 1 1 1 1 37
45436 6 1 NA 1 2 3 1 1 1 1 37
45437 2 2 1 1 45 2 1 1 NA 1 47
45437 3 1 NA 1 17 3 1 1 NA 1 47
45438 2 2 NA 2 NA 2 2 1 NA 2 56
45439 2 1 NA NA 52 2 NA 2 NA 1 53
45439 3 1 1 NA NA 3 NA 2 NA 1 53
45439 4 1 1 1 26 3 NA 2 NA 1 53
45440 2 2 1 1 37 2 1 1 8 1 40
45440 3 1 8 1 4 3 1 1 8 1 40
45441 2 NA 1 1 NA 2 1 2 1 1 48
45441 3 1 NA 1 49 6 1 2 1 1 48
45441 4 1 NA NA NA 11 1 2 1 1 48
45442 2 1 2 1 NA 3 NA 2 2 NA 74
45442 3 NA NA 1 15 8 NA 2 2 NA 74
45443 2 2 1 NA 46 2 NA 1 1 2 57
45443 3 NA 1 2 NA 3 NA 1 1 2 57
45443 4 NA 1 2 13 3 NA 1 1 2 57
45444 2 NA NA 1 53 2 NA NA 1 NA 51
45444 3 2 NA 1 NA 3 NA NA 1 NA 51
45445 2 NA 1 1 NA NA 2 2 NA 1 26
45446 2 2 1 1 28 NA 1 NA 1 NA 51
45446 3 1 1 1 26 3 1 NA 1 NA 51
45447 2 2 NA 1 18 NA 1 2 1 1 53
45447 3 NA 1 1 NA 12 1 2 1 1 53
45448 2 2 1 1 NA NA NA 1 1 NA 71
45449 2 1 NA 1 NA 2 1 2 1 1 59
45450 2 NA 1 1 66 2 1 1 NA 1 63
45451 2 1 1 NA 70 12 1 2 1 NA 67
45452 2 NA 1 3 23 6 2 1 NA NA 23
45452 3 2 6 NA 19 6 2 1 NA NA 23
45453 2 2 1 1 NA 2 2 1 1 1 32
45453 3 2 1 NA 1 NA 2 1 1 1 32
45453 4 NA 1 1 NA 5 2 1 1 1 32
45453 5 NA 1 1 NA 5 2 1 1 1 32
45454 2 2 1 1 42 2 1 NA 1 NA 44
45454 3 1 1 1 17 3 1 NA 1 NA 44
45454 4 1 NA 1 15 3 1 NA 1 NA 44
45455 2 1 1 1 17 3 NA 2 1 NA 33
45455 3 2 1 1 NA 3 NA 2 1 NA 33
45455 4 NA 1 NA NA NA NA 2 1 NA 33
45456 2 2 NA 1 NA 2 NA NA 1 1 56
45457 2 2 2 1 NA 6 NA NA 2 1 63
45458 2 2 NA NA 29 2 NA 1 2 1 30
45458 3 1 2 1 3 3 NA 1 2 1 30
45459 2 1 1 1 17 3 2 2 NA NA 45
45460 2 2 1 1 69 2 1 1 1 NA 61
45461 2 2 NA 1 64 2 1 1 1 1 71
45462 2 2 NA 1 64 2 1 1 1 NA 65
45463 2 1 1 NA 26 12 2 2 NA 1 25
45464 2 2 1 1 NA 2 1 1 NA 1 43
45464 3 NA 1 1 16 3 1 1 NA 1 43
45464 4 NA 1 NA 12 NA 1 1 NA 1 43
45464 5 1 1 1 9 3 1 1 NA 1 43
45465 2 2 1 1 NA 2 1 NA NA 1 65
45465 3 1 1 1 29 NA 1 NA NA 1 65
45466 2 NA NA 1 66 2 NA NA 1 1 66
45466 3 1 1 1 30 4 NA NA 1 1 66
45467 2 NA 1 NA 31 NA 1 2 1 1 53
45468 2 NA 1 1 NA 11 2 2 7 5 34
45468 3 NA 1 1 26 11 2 2 7 5 34
45468 4 NA 7 5 NA NA 2 2 7 5 34
45469 2 NA 1 1 18 NA 2 NA 1 1 51
45470 2 2 NA 1 60 NA NA NA NA 1 35
45470 3 2 1 1 NA 12 NA NA NA 1 35
45470 4 2 1 1 30 12 NA NA NA 1 35
45471 2 2 1 1 NA 2 1 NA NA 1 24
45472 2 1 1 1 69 2 1 2 1 1 71
45473 2 2 1 NA NA 2 NA 1 1 1 80
45474 2 2 8 NA NA 2 1 NA 8 NA 71
45475 2 1 1 NA 49 2 1 NA 1 NA 49
45475 3 NA NA 1 NA 3 1 NA 1 NA 49
45476 2 2 1 1 34 2 1 1 1 1 37
45476 3 NA 1 NA NA 3 1 1 1 1 37
45477 2 NA NA 2 47 2 2 2 1 NA 46
45477 3 2 1 2 21 NA 2 2 1 NA 46
45477 4 2 1 NA 19 3 2 2 1 NA 46
45477 5 2 1 2 16 3 2 2 1 NA 46
45477 6 1 1 2 11 3 2 2 1 NA 46
45478 2 2 1 NA 74 NA 1 NA 1 1 75
45478 3 1 NA 1 51 3 1 NA 1 1 75
45478 4 2 1 NA 45 3 1 NA 1 1 75
45479 2 NA 1 1 53 2 1 1 1 1 52
45480 2 1 NA NA NA NA NA 2 NA NA 24
45480 3 2 NA 1 5 3 NA 2 NA NA 24
45480 4 1 1 1 9 5 NA 2 NA NA 24
45481 2 2 NA 1 49 7 NA 2 7 1 28
45482 2 2 NA 1 NA 2 NA 1 1 1 44
45482 3 2 1 NA NA 3 NA 1 1 1 44
45482 4 1 1 1 17 3 NA 1 1 1 44
45483 2 1 8 2 NA 12 2 2 1 1 21
45484 2 1 2 1 10 3 2 2 2 1 30
45484 3 1 2 NA NA 3 2 2 2 1 30
45484 4 1 2 1 NA NA 2 2 2 1 30
45484 5 2 2 1 NA NA 2 2 2 1 30
45485 2 2 1 1 NA NA 1 1 NA 1 41
45485 3 NA NA 1 14 NA 1 1 NA 1 41
45485 4 2 1 1 11 3 1 1 NA 1 41
45486 2 1 1 1 61 NA 1 2 1 NA 62
45487 2 1 1 NA 36 3 1 2 1 1 67
45487 3 2 NA NA 27 13 1 2 1 1 67
45488 2 NA NA NA 45 2 NA 1 NA 1 53
45488 3 1 NA 1 14 3 NA 1 NA 1 53
45488 4 2 NA NA NA 3 NA 1 NA 1 53
45489 2 2 1 NA 36 2 NA 1 1 1 58
45489 3 NA 1 1 18 NA NA 1 1 1 58
45489 4 2 NA 1 NA NA NA 1 1 1 58
45490 2 2 1 1 62 2 NA 1 NA 1 64
45491 2 1 1 NA NA 12 1 1 1 NA 43
45492 2 NA NA NA NA 2 NA NA 1 1 61
45492 3 1 1 NA 25 3 NA NA 1 1 61
45492 4 1 1 1 23 3 NA NA 1 1 61
45492 5 1 NA NA 20 3 NA NA 1 1 61
45493 2 NA NA 1 58 2 1 1 1 1 58
45494 2 1 1 1 NA NA NA NA 1 1 33
45494 3 1 1 1 3 NA NA NA 1 1 33
45494 4 1 NA 1 NA NA NA NA 1 1 33
45495 2 2 1 1 44 2 NA 1 1 2 46
45496 2 1 1 NA 69 2 1 2 NA NA 66
45497 2 NA 2 NA 15 NA 2 2 2 NA 33
45497 3 2 2 1 9 NA 2 2 2 NA 33
45498 2 2 1 1 66 2 NA 1 NA 1 68
45499 2 NA 1 2 NA NA 1 1 1 2 37
45499 3 2 NA 2 3 3 1 1 1 2 37
45500 2 NA 1 1 NA 2 1 NA 1 1 49
45501 2 2 1 NA NA NA 1 1 NA NA 25
45501 3 1 1 1 3 3 1 1 NA NA 25
45502 2 NA 1 1 29 12 2 1 NA NA 31
45502 3 1 1 1 NA 12 2 1 NA NA 31
45502 4 1 1 1 24 12 2 1 NA NA 31
45502 5 1 NA 1 28 NA 2 1 NA NA 31
45503 2 2 NA 1 50 2 2 1 1 1 57
45503 3 2 1 NA 32 NA 2 1 1 1 57
45504 2 2 1 1 73 2 1 1 NA NA 79
45505 2 2 NA NA 58 12 1 NA NA NA 66
45506 2 2 1 1 33 2 NA NA NA NA 33
45506 3 NA 8 NA 13 3 NA NA NA NA 33
45506 4 2 8 1 NA 3 NA NA NA NA 33
45506 5 1 8 1 6 NA NA NA NA NA 33
45507 2 1 1 1 58 2 1 2 NA 1 56
45508 2 2 NA 2 33 2 1 1 7 2 43
45508 3 2 NA 2 16 3 1 1 7 2 43
45508 4 NA 7 2 NA NA 1 1 7 2 43
45509 2 1 1 1 NA NA 1 NA 1 NA 22
45510 2 2 1 1 NA 2 NA 1 NA 1 58
45510 3 2 NA 1 21 NA NA 1 NA 1 58
45511 2 2 2 NA 46 2 2 NA 2 NA 40
45511 3 2 2 1 12 3 2 NA 2 NA 40
45512 2 NA 1 1 2 NA 2 NA 1 NA 23
45513 2 2 NA NA 35 2 1 1 1 NA 46
45513 3 2 NA 1 NA 3 1 1 1 NA 46
45513 4 2 1 1 2 3 1 1 1 NA 46
45514 2 2 NA 1 NA 2 1 NA 1 1 58
45515 2 NA 2 NA NA 2 NA NA 2 NA 55
45516 2 NA 1 1 NA 2 1 2 NA NA 67
45517 2 1 1 NA 64 2 1 2 1 1 61
45518 2 1 NA NA 73 NA 1 NA 1 NA 65
45519 2 2 NA NA NA 2 1 NA 1 NA 64
45519 3 2 NA 2 NA 3 1 NA 1 NA 64
45519 4 NA 1 NA 21 8 1 NA 1 NA 64
45519 5 2 NA NA NA 8 1 NA 1 NA 64
45520 2 1 1 NA 72 2 1 NA 1 1 70
45521 2 1 2 NA 60 2 NA 2 2 NA 53
45521 3 1 2 1 NA 3 NA 2 2 NA 53
45522 2 2 1 2 NA NA NA 1 NA NA 45
45522 3 1 1 2 21 3 NA 1 NA NA 45
45522 4 NA 1 2 NA NA NA 1 NA NA 45
45522 5 NA NA 2 23 4 NA 1 NA NA 45
45523 2 NA 1 NA NA NA 2 1 1 NA 53
45523 3 1 1 1 NA 3 2 1 1 NA 53
45523 4 2 1 NA 3 NA 2 1 1 NA 53
45523 5 1 1 1 13 5 2 1 1 NA 53
45524 2 1 1 NA 72 NA 1 NA 1 1 64
45525 2 2 1 1 NA 2 NA 1 NA 1 56
45526 2 1 NA 1 40 NA NA 2 1 NA 44
45526 3 1 1 1 16 NA NA 2 1 NA 44
45526 4 2 1 NA 14 NA NA 2 1 NA 44
45527 2 NA 1 NA NA 2 1 NA 1 1 75
45528 2 1 NA 1 37 NA 2 1 4 1 38
45528 3 2 6 NA 41 12 2 1 4 1 38
45529 2 NA 1 1 NA 12 1 NA 1 NA 69
45530 2 1 NA 1 27 NA 2 NA 1 1 27
