"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage" "householdsize"
1678 4 2 2 1 17 2 1 2 2 1 47 3
1679 2 2 1 1 60 1 2 1 1 1 66 1
1680 2 2 5 1 25 1 2 1 4 1 26 2
1680 3 2 4 1 1 2 2 1 4 1 26 2
1681 2 1 1 1 14 2 1 2 1 1 40 3
1681 3 1 1 1 12 2 1 2 1 1 40 3
1681 4 1 1 1 41 11 1 2 1 1 40 3
1682 2 2 1 1 74 1 1 1 1 1 75 1
1683 2 2 1 1 70 1 1 1 1 1 71 1
1684 2 2 1 1 40 1 1 1 1 1 40 3
1684 3 1 1 1 8 2 1 1 1 1 40 3
1684 4 2 1 1 4 2 1 1 1 1 40 3
1685 2 2 1 1 58 2 1 2 1 1 73 3
1685 3 1 8 1 42 3 1 2 1 1 73 3
1685 4 2 1 5 71 5 1 2 1 1 73 3
1686 2 2 6 1 55 1 1 1 1 1 83 1
1687 2 2 2 1 49 1 1 1 2 1 63 1
1688 2 2 1 1 69 1 1 1 1 1 65 1
1689 2 1 1 1 21 1 2 2 1 1 21 2
1689 3 2 1 1 6 2 2 2 1 1 21 2
1690 2 2 1 1 83 1 1 1 1 1 83 1
1691 2 1 1 1 19 1 1 2 1 1 64 2
1691 3 2 1 1 19 7 1 2 1 1 64 2
1692 2 1 1 4 87 1 1 2 1 1 45 3
1692 3 1 1 1 13 2 1 2 1 1 45 3
1692 4 2 1 1 8 2 1 2 1 1 45 3
1693 2 1 1 1 40 11 2 2 1 1 39 1
1694 2 2 1 1 3 11 2 2 1 1 30 2
1694 3 1 1 1 33 11 2 2 1 1 30 2
1695 2 2 1 1 40 1 1 1 1 1 47 3
1695 3 1 1 1 14 2 1 1 1 1 47 3
1695 4 2 1 1 7 2 1 1 1 1 47 3
1696 2 2 1 1 77 1 1 1 1 1 59 1
1697 2 2 1 1 31 1 1 1 1 1 34 2
1697 3 1 1 1 4 2 1 1 1 1 34 2
1698 2 1 1 1 54 1 1 2 1 1 58 1
1699 2 2 1 1 48 1 1 1 1 1 47 2
1699 3 2 1 1 22 10 1 1 1 1 47 2
1700 2 2 1 5 49 1 1 1 1 5 69 1
1701 2 2 6 1 83 1 1 1 6 1 49 3
1701 3 1 6 1 15 2 1 1 6 1 49 3
1701 4 2 6 1 13 2 1 1 6 1 49 3
1702 2 2 1 1 70 1 1 1 1 1 57 2
1702 3 2 1 1 95 10 1 1 1 1 57 2
1703 2 1 1 1 65 1 1 2 1 1 58 1
1704 2 2 1 1 37 1 1 1 1 1 41 2
1704 3 2 1 1 8 2 1 1 1 1 41 2
1705 2 1 1 1 12 2 1 2 1 1 32 2
1705 3 2 1 1 4 2 1 2 1 1 32 2
1706 2 2 1 1 53 1 1 1 1 1 67 2
1706 3 2 1 1 28 2 1 1 1 1 67 2
1707 2 1 1 1 22 1 1 2 1 1 50 2
1707 3 1 1 1 20 4 1 2 1 1 50 2
1708 2 2 1 1 71 1 1 1 1 1 72 1
1709 2 2 1 1 14 2 1 2 1 1 52 1
1710 2 1 2 1 26 1 1 2 2 1 59 2
1710 3 2 2 1 19 2 1 2 2 1 59 2
1711 2 2 1 1 55 1 2 1 1 1 74 1
1712 2 2 1 1 73 1 1 1 1 1 72 1
1713 2 2 1 2 13 2 1 2 1 2 44 2
1713 3 1 1 2 44 5 1 2 1 2 44 2
1714 2 2 1 1 41 1 1 1 1 1 37 3
1714 3 2 1 1 12 2 1 1 1 1 37 3
1714 4 1 1 1 6 2 1 1 1 1 37 3
1715 2 2 1 1 54 1 1 1 1 1 50 3
1715 3 2 1 1 13 2 1 1 1 1 50 3
1715 4 1 1 1 7 2 1 1 1 1 50 3
1716 2 1 2 1 1 2 1 2 2 1 66 3
1716 3 2 2 1 24 2 1 2 2 1 66 3
1716 4 1 2 1 17 10 1 2 2 1 66 3
1717 2 1 1 1 57 1 1 2 1 1 67 1
1718 2 2 1 1 65 1 1 1 1 1 67 1
1719 2 1 1 1 15 2 1 2 1 1 39 1
1720 2 1 8 1 6 2 2 2 6 1 37 2
1720 3 1 6 1 36 11 2 2 6 1 37 2
1721 2 1 1 1 48 1 1 2 1 1 46 1
1722 2 1 1 1 67 1 1 2 1 1 74 1
1723 2 2 1 1 54 1 1 1 1 1 83 1
1724 2 1 2 1 32 2 1 2 2 1 59 1
1725 2 1 1 1 21 2 1 1 1 1 50 2
1725 3 1 1 1 52 11 1 1 1 1 50 2
1726 2 1 1 1 43 1 1 2 1 1 60 1
1727 2 1 1 1 57 1 1 2 1 1 62 2
1727 3 1 1 1 29 2 1 2 1 1 62 2
1728 2 2 1 2 43 1 1 1 1 2 47 2
1728 3 1 1 2 18 2 1 1 1 2 47 2
1729 2 2 1 1 58 1 1 1 1 1 43 3
1729 3 1 1 1 8 2 1 1 1 1 43 3
1729 4 1 1 1 6 2 1 1 1 1 43 3
1730 2 2 2 1 61 1 2 1 2 1 58 2
1730 3 1 2 1 42 3 2 1 2 1 58 2
1731 2 2 1 1 70 1 1 1 1 1 59 1
1732 2 1 1 1 9 2 1 2 1 1 43 3
1732 3 1 1 1 5 2 1 2 1 1 43 3
1732 4 2 1 1 42 11 1 2 1 1 43 3
1733 2 1 1 4 37 1 2 2 1 1 35 3
1733 3 2 1 4 10 2 2 2 1 1 35 3
1733 4 1 1 5 13 2 2 2 1 1 35 3
1734 2 2 2 1 25 11 2 1 2 1 25 1
1735 2 2 1 2 8 2 1 1 1 2 49 3
1735 3 1 1 2 13 2 1 1 1 2 49 3
1735 4 2 1 2 11 2 1 1 1 2 49 3
1736 2 2 4 1 64 1 1 1 4 1 67 1
1737 2 1 1 1 17 4 1 2 1 1 39 3
1737 3 2 1 1 14 2 1 2 1 1 39 3
1737 4 1 6 1 32 1 1 2 1 1 39 3
1738 2 2 2 1 73 1 1 1 2 1 65 3
1738 3 2 2 1 41 4 1 1 2 1 65 3
1738 4 1 2 1 15 7 1 1 2 1 65 3
1739 2 2 2 1 69 5 1 2 2 1 60 2
1739 3 1 2 1 24 10 1 2 2 1 60 2
1740 2 1 1 1 43 1 1 2 1 1 35 3
1740 3 1 1 1 7 2 1 2 1 1 35 3
1740 4 2 1 1 16 2 1 2 1 1 35 3
1741 2 2 1 1 40 1 1 1 1 1 37 3
1741 3 2 1 1 5 2 1 1 1 1 37 3
1741 4 2 1 1 2 2 1 1 1 1 37 3
1742 2 2 1 1 67 1 2 1 1 1 94 1
1743 2 2 1 1 41 1 2 1 1 1 32 3
1743 3 1 1 1 4 2 2 1 1 1 32 3
1743 4 1 1 1 2 2 2 1 1 1 32 3
1744 2 1 2 1 2 2 1 1 2 1 38 2
1744 3 1 2 1 1 2 1 1 2 1 38 2
1745 2 2 1 1 24 1 2 1 1 1 25 1
1746 2 2 1 1 66 1 1 1 1 1 67 2
1746 3 2 1 1 56 10 1 1 1 1 67 2
1747 2 2 8 2 60 1 1 1 1 1 56 2
1747 3 1 8 2 20 2 1 1 1 1 56 2
1748 2 2 1 1 61 1 1 1 1 1 70 1
1749 2 1 1 1 69 1 2 2 1 1 58 1
1750 2 2 2 1 50 1 2 1 2 1 42 3
1750 3 1 2 1 13 2 2 1 2 1 42 3
1750 4 2 2 1 7 2 2 1 2 1 42 3
1751 2 2 1 1 42 1 1 1 1 1 36 2
1751 3 2 1 1 6 2 1 1 1 1 36 2
1752 2 2 2 1 76 1 1 1 2 1 73 2
1752 3 1 2 1 40 10 1 1 2 1 73 2
1753 2 2 1 2 39 1 2 1 1 2 41 3
1753 3 2 1 2 11 2 2 1 1 2 41 3
1753 4 2 1 2 2 2 2 1 1 2 41 3
1754 2 1 1 1 66 11 2 2 1 1 57 1
1755 2 1 2 1 38 11 2 1 1 1 32 1
1756 2 1 2 1 27 7 1 2 2 1 66 3
1756 3 1 2 1 27 7 1 2 2 1 66 3
1756 4 1 2 1 10 2 1 2 2 1 66 3
1757 2 2 1 1 54 1 1 1 1 1 58 1
1758 2 2 1 1 52 1 1 1 1 1 50 1
1759 2 2 1 1 48 1 1 1 1 1 45 1
1760 2 2 1 1 49 1 1 1 1 1 48 2
1760 3 1 1 1 18 2 1 1 1 1 48 2
1761 2 2 1 1 65 1 1 1 1 1 62 1
1762 2 2 1 1 33 1 1 1 1 1 43 2
1762 3 1 1 2 13 2 1 1 1 1 43 2
1763 2 2 1 1 56 1 1 1 1 1 57 2
1763 3 2 1 1 10 2 1 1 1 1 57 2
1764 2 2 1 1 77 1 1 1 1 1 83 1
1765 2 1 1 1 54 1 1 2 1 1 53 2
1765 3 1 1 1 21 2 1 2 1 1 53 2
1766 2 2 1 1 17 1 1 1 1 1 52 3
1766 3 2 1 1 19 2 1 1 1 1 52 3
1766 4 2 1 1 18 2 1 1 1 1 52 3
1767 2 2 1 1 47 1 1 1 1 1 42 2
1767 3 1 1 1 12 2 1 1 1 1 42 2
1768 2 1 1 1 31 10 1 2 1 1 73 1
1769 2 1 2 1 1 2 1 2 2 1 32 2
1769 3 2 2 1 12 2 1 2 2 1 32 2
1770 2 2 1 1 48 1 1 1 1 1 47 2
1770 3 2 1 1 19 2 1 1 1 1 47 2
1771 2 2 3 1 66 12 1 2 1 1 63 1
1772 2 1 1 1 55 1 1 2 1 1 59 1
1773 2 2 1 1 60 1 1 1 1 1 65 1
1774 2 1 7 5 25 10 2 1 1 5 24 2
1774 3 2 1 5 22 12 2 1 1 5 24 2
1775 2 2 1 1 76 1 1 1 1 1 77 1
1776 2 2 1 1 52 11 1 2 1 1 63 1
1777 2 1 1 1 28 11 2 1 1 1 24 1
1778 2 2 4 1 25 11 1 1 3 1 49 3
1778 3 2 1 1 4 12 1 1 3 1 49 3
1778 4 2 3 1 2 2 1 1 3 1 49 3
1779 2 2 1 1 52 1 1 1 1 1 60 1
1780 2 2 2 1 3 2 2 2 2 1 55 2
1780 3 2 2 1 4 7 2 2 2 1 55 2
1781 2 1 1 1 94 6 1 1 1 1 59 2
1781 3 2 1 2 76 1 1 1 1 1 59 2
1782 2 1 1 1 22 2 1 1 1 1 55 2
1782 3 2 1 1 7 2 1 1 1 1 55 2
1783 2 2 6 1 72 1 1 1 6 1 70 1
1784 2 2 1 2 42 1 2 1 7 2 41 1
1785 2 2 1 2 33 1 1 1 1 2 34 1
1786 2 2 2 1 23 2 2 2 2 1 81 1
1787 2 2 2 1 74 1 1 1 2 1 51 2
1787 3 2 2 2 38 4 1 1 2 1 51 2
1788 2 2 4 1 45 11 1 2 4 1 53 1
1789 2 1 6 1 28 11 1 1 1 1 28 1
1790 2 2 1 1 64 1 1 1 1 1 54 1
1791 2 1 2 1 51 11 1 2 2 1 56 1
1792 2 2 2 1 60 1 1 1 2 1 59 1
1793 2 1 1 1 76 1 1 2 1 1 59 1
1794 2 1 1 5 72 1 1 2 1 1 54 1
1795 2 1 1 1 55 1 1 2 1 1 59 1
1796 2 1 1 1 49 1 1 2 1 1 43 3
1796 3 1 1 1 14 2 1 2 1 1 43 3
1796 4 2 1 1 11 2 1 2 1 1 43 3
1797 2 2 1 1 54 1 1 1 1 1 51 1
1798 2 2 2 1 67 1 1 1 2 1 69 2
1798 3 1 2 1 11 7 1 1 2 1 69 2
1799 2 2 1 1 67 1 1 1 1 1 62 1
1800 2 2 1 1 62 12 1 2 1 1 70 3
1800 3 1 1 1 40 1 1 2 1 1 70 3
1800 4 2 1 1 29 12 1 2 1 1 70 3
1801 2 2 1 1 61 1 1 1 1 1 89 1
1802 2 1 2 1 51 1 2 2 2 1 26 1
1803 2 2 1 1 62 1 1 1 1 1 59 1
1804 2 2 2 1 54 11 2 1 2 1 64 1
1805 2 2 9 1 72 12 1 2 1 1 77 1
1806 2 1 1 1 26 1 1 2 1 1 27 2
1806 3 2 1 1 4 2 1 2 1 1 27 2
1807 2 2 1 1 69 1 1 1 1 1 62 1
1808 2 2 1 1 51 1 1 1 1 2 45 2
1808 3 1 1 1 22 4 1 1 1 2 45 2
1809 2 1 1 1 56 1 1 2 1 1 37 2
1809 3 1 1 1 2 2 1 2 1 1 37 2
1810 2 2 1 1 6 2 1 2 1 1 43 2
1810 3 1 1 1 55 1 1 2 1 1 43 2
1811 2 2 1 1 27 11 1 2 1 1 26 1
1812 2 2 1 1 72 1 1 1 1 1 63 1
1813 2 1 3 1 59 1 1 2 3 1 73 1
1814 2 1 1 2 55 11 1 2 1 1 61 1
1815 2 1 1 1 8 2 2 2 1 1 38 3
1815 3 2 1 1 10 2 2 2 1 1 38 3
1815 4 2 1 1 6 2 2 2 1 1 38 3
1816 2 2 2 1 46 1 2 1 2 1 45 2
1816 3 2 2 1 43 5 2 1 2 1 45 2
1817 2 1 2 1 55 2 1 1 2 1 77 2
1817 3 2 2 1 50 1 1 1 2 1 77 2
1818 2 2 6 1 31 1 1 1 6 1 30 1
1819 2 2 1 1 47 1 1 1 1 1 53 2
1819 3 1 1 1 14 2 1 1 1 1 53 2
1820 2 2 1 1 54 1 1 1 1 1 65 2
1820 3 1 1 1 64 5 1 1 1 1 65 2
1821 2 2 6 1 42 1 1 1 6 1 49 3
1821 3 1 6 1 19 2 1 1 6 1 49 3
1821 4 2 1 1 90 6 1 1 6 1 49 3
1822 2 1 1 2 29 1 2 2 1 2 43 3
1822 3 1 1 2 16 2 2 2 1 2 43 3
1822 4 1 1 2 14 2 2 2 1 2 43 3
1823 2 2 1 1 57 1 1 1 1 1 63 1
1824 2 1 1 1 52 1 1 2 1 1 52 2
1824 3 2 1 1 18 2 1 2 1 1 52 2
1825 2 1 5 1 21 2 1 1 1 1 51 3
1825 3 2 1 1 20 11 1 1 1 1 51 3
1825 4 2 5 1 51 1 1 1 1 1 51 3
1826 2 2 1 1 51 1 1 1 1 1 58 2
1826 3 1 1 1 18 2 1 1 1 1 58 2
1827 2 2 1 1 33 2 1 2 1 1 63 1
1828 2 2 1 1 54 1 1 1 1 1 63 3
1828 3 2 1 1 22 2 1 1 1 1 63 3
1828 4 2 1 1 16 2 1 1 1 1 63 3
1829 2 2 1 1 54 1 1 1 1 1 57 1
1830 2 2 1 1 54 1 1 1 1 1 56 1
1831 2 2 4 1 54 1 1 1 4 1 64 2
1831 3 2 4 1 17 2 1 1 4 1 64 2
1832 2 2 1 1 20 1 2 1 1 2 49 2
1832 3 1 1 1 22 11 2 1 1 2 49 2
1833 2 2 1 1 71 1 1 1 1 1 64 2
1833 3 1 1 1 37 2 1 1 1 1 64 2
1834 2 1 1 1 43 1 1 2 4 1 40 2
1834 3 2 8 1 26 2 1 2 4 1 40 2
1835 2 1 1 2 22 2 1 1 7 2 48 1
1836 2 2 1 1 56 11 1 1 1 1 58 1
1837 2 2 2 1 54 10 1 2 2 1 22 1
1838 2 1 4 1 34 1 1 2 4 1 32 1
1839 2 1 1 1 54 1 1 2 1 1 48 1
1840 2 2 8 2 14 2 1 2 1 2 34 3
1840 3 2 1 2 13 2 1 2 1 2 34 3
1840 4 1 1 2 8 2 1 2 1 2 34 3
1841 2 1 7 2 13 2 1 1 1 2 42 2
1841 3 1 7 2 9 2 1 1 1 2 42 2
1842 2 1 1 1 52 1 1 2 1 1 49 3
1842 3 1 1 1 15 2 1 2 1 1 49 3
1842 4 1 1 1 15 2 1 2 1 1 49 3
1843 2 2 1 1 78 1 1 1 1 1 83 1
1844 2 1 1 1 69 1 1 2 1 1 77 1
1845 2 2 1 1 55 1 1 1 1 1 77 3
1845 3 2 1 1 67 2 1 1 1 1 77 3
1845 4 1 1 1 20 7 1 1 1 1 77 3
1846 2 2 1 1 49 1 1 1 1 1 63 3
1846 3 1 1 1 22 2 1 1 1 1 63 3
1846 4 1 1 1 4 2 1 1 1 1 63 3
1847 2 2 1 1 23 1 2 1 1 1 54 1
1848 2 1 3 5 21 2 1 2 7 5 53 1
1849 2 2 1 1 67 1 1 1 1 1 66 1
1850 2 2 1 1 56 1 1 1 1 1 58 2
1850 3 2 1 1 78 11 1 1 1 1 58 2
1851 2 2 1 1 58 1 1 1 1 1 54 2
1851 3 1 1 1 24 2 1 1 1 1 54 2
1852 2 2 1 1 86 1 1 1 1 1 59 1
1853 2 2 1 1 61 11 1 2 1 1 59 1
1854 2 2 1 1 65 1 1 1 1 1 65 1
1855 2 2 1 1 60 2 1 1 1 1 81 2
1855 3 1 1 1 58 2 1 1 1 1 81 2
1856 2 1 2 1 34 11 2 2 2 1 42 2
1856 3 2 2 1 13 2 2 2 2 1 42 2
1857 2 2 1 1 68 1 2 1 1 1 71 1
1858 2 1 1 1 47 1 1 2 1 1 40 2
1858 3 2 1 1 17 5 1 2 1 1 40 2
1859 2 2 1 1 61 1 1 1 1 1 64 1
1860 2 2 6 1 60 1 1 1 6 1 61 1
1861 2 1 1 1 42 1 1 2 1 1 52 3
1861 3 1 1 1 25 2 1 2 1 1 52 3
1861 4 1 1 1 17 2 1 2 1 1 52 3
1862 2 2 1 1 32 1 1 1 1 1 34 2
1862 3 2 1 1 3 2 1 1 1 1 34 2
1863 2 2 1 1 32 1 2 1 1 1 68 1
1864 2 2 3 1 47 1 1 1 1 1 47 2
1864 3 1 1 1 17 2 1 1 1 1 47 2
1865 2 1 1 1 52 1 1 2 1 1 49 3
1865 3 1 1 1 26 2 1 2 1 1 49 3
1865 4 1 1 1 15 2 1 2 1 1 49 3
1866 2 2 1 1 58 1 1 1 1 1 61 1
1867 2 1 1 1 8 2 1 1 1 1 32 3
1867 3 2 1 1 4 2 1 1 1 1 32 3
1867 4 2 1 1 28 11 1 1 1 1 32 3
1868 2 2 1 1 77 1 1 1 1 1 82 1
1869 2 2 1 1 46 1 1 1 1 1 47 3
1869 3 1 1 1 19 2 1 1 1 1 47 3
1869 4 1 1 1 15 2 1 1 1 1 47 3
1870 2 1 7 2 20 7 2 2 7 3 63 1
1871 2 1 1 1 48 1 1 2 1 1 39 3
1871 3 2 1 1 18 2 1 2 1 1 39 3
1871 4 2 1 1 15 2 1 2 1 1 39 3
1872 2 2 1 1 41 1 1 1 1 1 71 1
1873 2 2 2 1 81 1 1 1 2 1 61 3
1873 3 2 2 1 21 2 1 1 2 1 61 3
1873 4 2 2 1 1 2 1 1 2 1 61 3
1874 2 2 2 1 46 1 1 1 2 1 46 3
1874 3 1 2 1 5 2 1 1 2 1 46 3
1874 4 2 2 1 76 8 1 1 2 1 46 3
1875 2 2 1 5 14 2 2 2 1 5 31 1
1876 2 2 1 1 77 1 1 1 1 1 79 1
1877 2 1 9 1 6 7 2 1 9 5 43 1
1878 2 1 1 1 40 1 2 2 1 1 41 3
1878 3 2 1 1 11 2 2 2 1 1 41 3
1878 4 1 1 1 9 2 2 2 1 1 41 3
1879 2 2 6 1 9 2 2 1 9 1 83 3
1879 3 1 6 1 24 7 2 1 9 1 83 3
1879 4 2 6 1 21 7 2 1 9 1 83 3
1880 2 2 7 2 36 1 2 1 7 2 38 3
1880 3 1 7 2 11 2 2 1 7 2 38 3
1880 4 1 7 2 1 2 2 1 7 2 38 3
1881 2 2 1 1 52 2 1 2 1 1 72 1
1882 2 1 1 1 23 1 2 2 2 1 25 1
1883 2 1 1 2 77 1 1 2 1 2 78 1
1884 2 2 2 1 74 6 1 2 2 1 54 1
1885 2 2 1 1 61 1 1 1 1 1 59 1
1886 2 1 1 1 20 2 2 2 1 1 45 2
1886 3 2 1 1 15 2 2 2 1 1 45 2
1887 2 1 1 1 47 2 2 2 1 1 71 1
1888 2 1 1 1 21 11 2 1 1 1 24 1
1889 2 1 1 1 58 2 1 2 1 1 86 1
1890 2 2 1 1 27 7 1 2 1 1 87 1
1891 2 1 1 1 49 2 1 2 1 1 78 1
1892 2 2 1 1 48 1 1 1 1 1 53 3
1892 3 2 1 1 17 2 1 1 1 1 53 3
1892 4 1 1 1 16 2 1 1 1 1 53 3
1893 2 2 1 1 58 1 1 1 1 1 49 1
1894 2 2 1 1 53 2 1 2 1 1 73 3
1894 3 2 1 1 12 7 1 2 1 1 73 3
1894 4 1 1 1 48 1 1 2 1 1 73 3
1895 2 1 1 1 60 5 1 1 1 1 58 1
1896 2 1 1 1 37 11 2 1 1 3 35 1
1897 2 2 1 4 61 11 1 1 1 4 60 1
1898 2 2 9 1 60 1 1 1 4 1 43 3
1898 3 1 9 1 27 4 1 1 4 1 43 3
1898 4 1 3 5 19 11 1 1 4 1 43 3
1899 2 2 1 5 22 1 1 1 1 5 51 1
1900 2 2 1 3 56 1 1 1 1 1 59 1
1901 2 2 1 1 17 1 1 1 1 1 62 1
1902 2 2 1 2 18 2 1 1 1 1 54 1
1903 2 2 6 1 26 7 2 1 6 1 53 2
1903 3 2 6 1 19 2 2 1 6 1 53 2
1904 2 1 1 1 22 2 2 2 1 3 46 1
1905 2 2 9 1 94 1 1 1 6 1 61 2
1905 3 1 8 5 18 2 1 1 6 1 61 2
1906 2 2 2 1 50 1 2 1 2 1 59 1
1907 2 2 1 1 64 1 1 1 1 1 70 2
1907 3 1 1 1 35 2 1 1 1 1 70 2
1908 2 2 1 1 27 1 2 1 1 1 57 2
1908 3 1 1 1 18 2 2 1 1 1 57 2
1909 2 2 1 1 28 1 2 1 1 1 27 1
1910 2 2 2 1 19 11 2 1 2 1 27 1
1911 2 2 1 1 74 1 1 1 1 1 63 1
1912 2 2 1 4 47 1 1 1 9 5 40 3
1912 3 2 1 4 7 2 1 1 9 5 40 3
1912 4 2 1 1 26 2 1 1 9 5 40 3
1913 2 2 1 1 67 1 1 1 1 1 64 1
1914 2 2 6 1 67 1 1 1 9 1 67 3
1914 3 1 8 1 31 2 1 1 9 1 67 3
1914 4 1 6 1 27 2 1 1 9 1 67 3
1915 2 2 7 2 76 1 2 1 7 2 53 2
1915 3 1 7 2 28 2 2 1 7 2 53 2
1916 2 1 1 1 38 1 2 2 1 1 42 3
1916 3 1 1 1 6 2 2 2 1 1 42 3
1916 4 2 1 1 4 10 2 2 1 1 42 3
1917 2 2 1 1 22 2 1 2 1 1 55 1
1918 2 2 1 1 18 2 2 1 1 1 45 2
1918 3 1 1 1 10 2 2 1 1 1 45 2
1919 2 2 1 1 58 1 1 1 1 1 67 1
1920 2 2 2 1 75 1 1 1 2 1 75 1
1921 2 2 1 1 69 1 1 1 1 1 79 2
1921 3 2 1 1 10 7 1 1 1 1 79 2
1922 2 2 2 3 21 2 2 2 7 3 30 2
1922 3 2 2 3 22 12 2 2 7 3 30 2
1923 2 2 1 1 53 1 2 1 1 1 55 1
1924 2 2 1 5 24 1 1 1 1 4 71 1
1925 2 1 1 1 52 1 1 2 1 1 54 1
1926 2 1 1 1 47 1 1 2 1 1 41 3
1926 3 1 1 1 15 2 1 2 1 1 41 3
1926 4 2 1 1 12 2 1 2 1 1 41 3
1927 2 2 1 1 24 1 2 1 1 1 33 1
1928 2 1 1 1 37 2 1 2 1 1 72 3
1928 3 1 1 1 25 7 1 2 1 1 72 3
1928 4 2 1 1 38 9 1 2 1 1 72 3
1929 2 1 1 1 87 1 1 2 1 1 46 1
1930 2 2 1 1 26 1 1 1 1 1 22 1
1931 2 2 1 1 82 1 1 1 1 1 77 1
1932 2 2 1 1 63 1 1 1 1 1 56 2
1932 3 2 1 1 10 4 1 1 1 1 56 2
1933 2 2 5 1 33 1 2 1 5 1 70 1
1934 2 1 2 1 61 2 1 2 1 1 83 2
1934 3 1 2 1 22 2 1 2 1 1 83 2
1935 2 2 7 5 16 2 2 2 1 5 42 1
1936 2 2 6 1 50 1 1 1 6 1 69 1
1937 2 1 1 1 11 2 1 2 1 1 33 1
1938 2 1 1 1 63 5 1 2 1 1 57 1
1939 2 1 1 1 18 7 1 1 1 1 65 2
1939 3 1 3 1 15 2 1 1 1 1 65 2
1940 2 1 1 1 58 1 1 2 1 1 86 1
1941 2 1 1 2 59 2 2 2 7 2 82 1
1942 2 2 1 1 18 2 1 1 1 1 51 3
1942 3 1 1 1 13 2 1 1 1 1 51 3
1942 4 2 1 1 12 2 1 1 1 1 51 3
1943 2 2 1 1 40 1 2 1 1 1 37 2
1943 3 1 1 2 14 2 2 1 1 1 37 2
1944 2 2 1 2 49 1 1 1 1 2 47 2
1944 3 1 1 2 8 7 1 1 1 2 47 2
1945 2 1 1 1 54 1 1 2 1 1 63 3
1945 3 1 1 1 21 2 1 2 1 1 63 3
1945 4 1 1 1 17 2 1 2 1 1 63 3
1946 2 1 1 1 48 1 1 2 1 1 52 1
1947 2 2 1 1 63 1 1 1 1 1 62 1
1948 2 2 1 2 20 1 2 1 1 2 39 2
1948 3 1 1 2 2 2 2 1 1 2 39 2
1949 2 2 1 1 77 1 1 1 1 1 59 2
1949 3 1 1 1 37 2 1 1 1 1 59 2
1950 2 2 1 1 56 1 1 1 1 1 69 1
1951 2 1 1 1 23 12 2 1 1 1 24 1
1952 2 2 1 1 72 1 1 1 1 1 70 1
1953 2 2 1 1 38 1 1 1 1 1 42 3
1953 3 2 1 1 13 2 1 1 1 1 42 3
1953 4 2 1 1 11 2 1 1 1 1 42 3
1954 2 2 1 1 55 1 2 1 1 1 44 2
1954 3 2 1 1 21 4 2 1 1 1 44 2
1955 2 2 1 1 41 1 1 1 1 1 56 3
1955 3 1 1 1 18 2 1 1 1 1 56 3
1955 4 1 1 1 16 2 1 1 1 1 56 3
1956 2 1 1 1 17 2 2 2 1 1 47 1
1957 2 2 1 1 37 1 1 1 1 1 33 1
1958 2 2 1 1 60 1 1 1 1 1 59 1
1959 2 1 2 1 54 2 1 1 2 1 80 2
1959 3 2 2 1 49 2 1 1 2 1 80 2
1960 2 1 2 1 40 1 2 2 2 1 37 1
1961 2 1 1 1 55 1 1 2 1 1 55 1
1962 2 2 1 1 60 1 1 1 1 1 67 1
1963 2 2 1 5 22 2 1 1 8 5 41 2
1963 3 2 1 5 8 2 1 1 8 5 41 2
1964 2 1 7 3 4 2 2 2 7 5 31 1
1965 2 2 1 1 63 1 1 1 1 1 65 2
1965 3 1 1 1 56 11 1 1 1 1 65 2
1966 2 1 1 1 8 2 1 2 1 1 36 3
1966 3 2 1 1 69 6 1 2 1 1 36 3
1966 4 1 1 1 56 1 1 2 1 1 36 3
1967 2 2 1 1 52 1 1 1 1 1 57 3
1967 3 2 1 1 10 2 1 1 1 1 57 3
1967 4 2 1 1 15 2 1 1 1 1 57 3
1968 2 2 1 1 69 1 1 1 1 1 67 1
1969 2 1 2 1 23 7 1 2 2 1 64 1
1970 2 2 1 1 52 1 1 1 1 1 56 1
1971 2 2 1 1 41 12 2 1 1 1 51 1
1972 2 2 1 1 70 1 1 1 1 1 71 1
1973 2 1 1 2 25 1 1 2 1 2 60 2
1973 3 1 7 2 28 2 1 2 1 2 60 2
1974 2 1 1 1 42 11 1 1 1 1 57 1
1975 2 1 1 1 42 1 1 2 1 1 45 2
1975 3 2 1 1 19 2 1 2 1 1 45 2
1976 2 2 1 1 76 1 1 1 1 1 78 1
1977 2 2 1 1 60 1 1 1 1 1 65 2
1977 3 2 1 1 56 2 1 1 1 1 65 2
1978 2 2 1 1 60 1 1 1 1 1 60 1
1979 2 1 1 1 64 1 1 2 1 1 50 1
1980 2 1 1 1 29 1 1 2 1 1 26 1
1981 2 2 1 1 44 1 1 1 1 1 45 1
1982 2 2 1 5 8 2 2 2 1 5 36 2
1982 3 1 1 5 4 2 2 2 1 5 36 2
1983 2 2 1 1 61 1 2 1 1 1 62 1
1984 2 2 1 1 73 1 1 1 1 1 67 1
1985 2 1 1 1 31 1 2 2 1 1 27 2
1985 3 1 2 1 2 11 2 2 1 1 27 2
1986 2 1 6 1 47 1 1 2 6 1 46 2
1986 3 1 6 1 19 2 1 2 6 1 46 2
1987 2 1 1 1 33 2 1 2 3 1 58 1
1988 2 2 4 1 57 1 1 1 4 1 50 3
1988 3 2 4 1 20 2 1 1 4 1 50 3
1988 4 2 4 1 12 2 1 1 4 1 50 3
1989 2 2 1 1 56 1 2 1 1 1 61 1
1990 2 2 1 1 50 1 1 1 1 1 54 2
