"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage" "householdsize"
3852 2 2 1 1 74 1 1 1 1 1 72 1
3853 2 2 1 1 61 1 1 1 1 1 77 1
3854 2 2 1 1 83 11 1 1 1 1 85 1
3855 2 1 7 5 25 5 1 1 7 1 31 1
3856 2 1 1 1 65 1 1 2 1 1 62 1
3857 2 2 2 1 23 7 2 2 2 1 61 1
3858 2 2 1 1 60 1 1 1 1 1 53 1
3859 2 2 1 1 41 1 1 1 1 1 36 2
3859 3 1 1 1 1 2 1 1 1 1 36 2
3860 2 2 1 1 47 1 1 1 1 1 42 3
3860 3 2 1 1 19 2 1 1 1 1 42 3
3860 4 1 1 1 9 2 1 1 1 1 42 3
3861 2 1 1 1 70 6 1 2 1 1 45 2
3861 3 2 1 1 69 6 1 2 1 1 45 2
3862 2 2 1 1 58 1 1 1 1 1 58 1
3863 2 2 1 1 73 1 1 1 1 1 65 1
3864 2 1 1 1 57 11 1 2 1 1 55 1
3865 2 2 1 1 71 1 1 1 1 1 70 1
3866 2 2 1 1 52 1 1 1 1 1 60 2
3866 3 1 1 1 25 2 1 1 1 1 60 2
3867 2 2 2 1 84 10 1 2 2 1 50 3
3867 3 1 6 2 60 1 1 2 2 1 50 3
3867 4 2 2 1 60 12 1 2 2 1 50 3
3868 2 1 1 3 82 1 1 2 1 1 34 3
3868 3 1 1 1 8 2 1 2 1 1 34 3
3868 4 2 1 1 6 7 1 2 1 1 34 3
3869 2 2 1 1 39 1 1 1 9 1 40 3
3869 3 1 1 1 11 2 1 1 9 1 40 3
3869 4 2 1 1 4 2 1 1 9 1 40 3
3870 2 2 1 5 62 1 1 1 1 3 50 3
3870 3 2 1 5 10 2 1 1 1 3 50 3
3870 4 2 1 5 9 2 1 1 1 3 50 3
3871 2 1 1 1 48 1 1 2 1 1 47 3
3871 3 2 1 1 10 3 1 2 1 1 47 3
3871 4 2 1 1 2 2 1 2 1 1 47 3
3872 2 1 1 2 44 1 2 2 8 2 30 1
3873 2 1 7 2 56 1 1 2 1 1 55 1
3874 2 2 1 1 61 1 1 1 6 1 78 1
3875 2 2 1 1 65 1 1 1 1 1 61 2
3875 3 2 1 1 40 4 1 1 1 1 61 2
3876 2 2 1 1 7 2 1 2 1 1 63 3
3876 3 2 1 1 15 2 1 2 1 1 63 3
3876 4 2 1 1 13 7 1 2 1 1 63 3
3877 2 2 1 1 72 1 1 1 1 1 78 1
3878 2 1 2 1 23 2 2 2 2 1 55 2
3878 3 2 2 1 55 10 2 2 2 1 55 2
3879 2 1 8 1 44 1 2 2 3 1 34 3
3879 3 1 8 1 15 2 2 2 3 1 34 3
3879 4 1 8 1 8 2 2 2 3 1 34 3
3880 2 2 1 2 23 1 2 1 1 5 46 1
3881 2 2 1 1 59 1 1 1 1 1 62 1
3882 2 2 1 1 42 1 1 1 1 1 43 3
3882 3 1 1 1 13 2 1 1 1 1 43 3
3882 4 2 1 1 11 2 1 1 1 1 43 3
3883 2 2 1 1 41 1 2 1 1 1 35 3
3883 3 2 1 1 4 2 2 1 1 1 35 3
3883 4 1 1 1 23 2 2 1 1 1 35 3
3884 2 2 1 1 70 1 1 1 1 1 72 1
3885 2 1 1 1 81 1 1 2 3 1 79 1
3886 2 2 1 1 55 1 1 1 1 1 64 1
3887 2 1 8 1 58 1 1 2 1 1 57 3
3887 3 2 1 1 7 7 1 2 1 1 57 3
3887 4 2 1 1 6 7 1 2 1 1 57 3
3888 2 1 2 1 56 2 1 2 2 1 80 2
3888 3 2 2 1 74 11 1 2 2 1 80 2
3889 2 2 1 1 79 1 1 1 1 1 87 1
3890 2 2 1 1 63 1 1 1 1 1 75 1
3891 2 2 1 1 41 1 2 1 1 1 29 1
3892 2 1 1 1 44 11 2 1 1 1 35 1
3893 2 2 1 1 66 1 1 1 1 1 67 1
3894 2 2 1 1 21 2 1 1 1 1 51 2
3894 3 1 1 1 19 2 1 1 1 1 51 2
3895 2 2 1 1 68 1 1 1 1 1 69 1
3896 2 1 1 1 27 11 2 1 1 1 30 2
3896 3 1 1 1 26 11 2 1 1 1 30 2
3897 2 2 1 1 35 1 1 1 1 1 40 2
3897 3 2 1 1 6 2 1 1 1 1 40 2
3898 2 2 1 1 54 1 1 1 1 1 57 1
3899 2 2 1 1 70 1 1 1 1 1 66 1
3900 2 2 1 1 45 1 2 1 1 1 59 2
3900 3 2 1 1 7 2 2 1 1 1 59 2
3901 2 1 1 2 8 2 2 1 1 2 26 3
3901 3 2 1 2 53 1 2 1 1 2 26 3
3901 4 1 1 2 31 11 2 1 1 2 26 3
3902 2 2 1 1 19 2 2 2 1 1 63 1
3903 2 2 1 1 78 1 1 1 1 1 79 1
3904 2 1 1 1 33 1 1 2 1 1 34 3
3904 3 1 1 1 3 2 1 2 1 1 34 3
3904 4 1 1 1 1 2 1 2 1 1 34 3
3905 2 2 1 1 46 1 1 1 1 1 39 3
3905 3 2 1 1 15 2 1 1 1 1 39 3
3905 4 1 1 1 7 2 1 1 1 1 39 3
3906 2 2 2 1 21 10 2 1 2 1 34 3
3906 3 1 2 1 4 2 2 1 2 1 34 3
3906 4 2 1 1 24 2 2 1 2 1 34 3
3907 2 2 1 2 25 11 2 2 7 2 21 2
3907 3 1 7 2 25 1 2 2 7 2 21 2
3908 2 1 1 1 13 2 1 2 1 1 46 2
3908 3 1 1 1 10 2 1 2 1 1 46 2
3909 2 2 1 1 76 1 1 1 1 1 75 1
3910 2 1 1 1 53 1 1 2 1 1 51 3
3910 3 2 1 1 26 2 1 2 1 1 51 3
3910 4 1 1 1 22 2 1 2 1 1 51 3
3911 2 1 1 2 49 12 1 2 1 1 72 1
3912 2 1 1 1 39 1 1 2 1 1 25 3
3912 3 1 1 1 4 2 1 2 1 1 25 3
3912 4 1 1 1 11 4 1 2 1 1 25 3
3913 2 2 1 1 58 1 1 1 1 1 58 1
3914 2 2 1 1 58 1 1 1 1 1 69 1
3915 2 1 1 1 42 1 1 2 1 1 43 3
3915 3 2 1 1 7 2 1 2 1 1 43 3
3915 4 2 1 1 4 2 1 2 1 1 43 3
3916 2 1 1 1 58 1 1 2 1 1 65 1
3917 2 2 1 1 35 1 1 1 1 1 35 2
3917 3 2 1 1 17 2 1 1 1 1 35 2
3918 2 2 1 1 46 1 1 1 1 1 47 2
3918 3 2 1 1 6 2 1 1 1 1 47 2
3919 2 2 7 5 4 2 2 2 7 3 29 1
3920 2 1 1 1 44 1 1 2 1 1 48 2
3920 3 2 1 1 29 2 1 2 1 1 48 2
3921 2 1 1 3 18 2 2 2 1 3 39 3
3921 3 2 7 3 16 2 2 2 1 3 39 3
3921 4 1 1 3 15 2 2 2 1 3 39 3
3922 2 1 1 1 17 2 2 2 1 1 38 3
3922 3 2 1 1 10 2 2 2 1 1 38 3
3922 4 1 1 1 37 11 2 2 1 1 38 3
3923 2 2 1 1 70 1 1 1 1 1 73 2
3923 3 1 1 1 49 2 1 1 1 1 73 2
3924 2 1 2 1 4 2 2 2 2 1 29 1
3925 2 1 1 1 60 1 1 2 1 1 65 1
3926 2 1 1 1 68 1 1 2 1 1 53 1
3927 2 2 1 1 55 1 1 1 1 1 56 1
3928 2 2 1 1 60 1 1 1 1 1 62 1
3929 2 2 1 1 68 1 1 1 1 1 80 1
3930 2 2 3 1 26 1 2 1 1 1 25 1
3931 2 2 1 1 58 1 2 1 1 2 59 1
3932 2 2 8 1 10 2 2 2 6 1 44 2
3932 3 2 6 1 70 6 2 2 6 1 44 2
3933 2 1 1 1 19 1 2 2 1 3 26 1
3934 2 2 1 1 30 2 2 2 1 1 60 1
3935 2 1 1 1 25 2 1 2 1 1 53 1
3936 2 2 1 1 75 1 1 1 1 1 64 1
3937 2 2 1 1 75 1 1 1 1 1 65 1
3938 2 2 1 1 52 1 1 1 1 1 50 1
3939 2 2 1 1 53 1 1 1 1 1 60 1
3940 2 2 1 1 50 1 2 1 8 1 50 2
3940 3 1 1 1 15 2 2 1 8 1 50 2
3941 2 2 1 1 30 1 2 1 1 1 57 1
3942 2 2 1 1 25 1 1 1 1 1 46 2
3942 3 2 1 1 18 2 1 1 1 1 46 2
3943 2 2 1 1 33 11 1 1 1 1 41 3
3943 3 2 1 1 10 12 1 1 1 1 41 3
3943 4 2 1 1 5 2 1 1 1 1 41 3
3944 2 2 1 1 63 1 1 1 1 1 89 1
3945 2 2 6 1 23 11 1 1 6 1 26 1
3946 2 2 1 1 76 1 1 1 1 1 74 1
3947 2 2 1 1 39 1 1 1 1 1 66 1
3948 2 2 1 1 42 1 1 1 1 1 52 2
3948 3 2 1 1 19 2 1 1 1 1 52 2
3949 2 2 1 1 58 1 1 1 1 1 68 1
3950 2 2 1 1 70 1 1 1 1 1 65 1
3951 2 1 1 1 17 2 1 2 1 1 53 1
3952 2 1 1 1 19 2 2 2 1 1 47 2
3952 3 1 1 1 11 2 2 2 1 1 47 2
3953 2 2 1 1 66 1 1 1 1 1 61 2
3953 3 1 1 1 19 2 1 1 1 1 61 2
3954 2 2 1 3 35 1 1 1 1 1 40 3
3954 3 1 1 3 10 2 1 1 1 1 40 3
3954 4 2 1 3 12 2 1 1 1 1 40 3
3955 2 2 1 1 78 1 1 1 1 1 63 1
3956 2 2 1 1 63 1 1 1 1 1 62 1
3957 2 1 6 1 32 5 2 1 6 1 35 1
3958 2 2 2 1 22 1 2 1 1 1 36 2
3958 3 2 1 1 1 2 2 1 1 1 36 2
3959 2 2 1 1 71 1 1 1 6 1 69 1
3960 2 2 8 2 47 1 1 1 7 2 52 3
3960 3 1 8 2 22 2 1 1 7 2 52 3
3960 4 2 1 2 22 11 1 1 7 2 52 3
3961 2 1 1 1 44 2 1 2 1 1 75 1
3962 2 2 1 1 62 1 1 1 1 1 62 1
3963 2 2 1 1 30 1 2 1 1 1 32 2
3963 3 2 1 1 4 2 2 1 1 1 32 2
3964 2 1 1 1 63 1 1 2 1 1 47 1
3965 2 2 1 1 63 1 1 1 1 1 69 1
3966 2 2 1 1 20 1 2 1 1 1 20 1
3967 2 2 1 1 52 1 1 1 1 1 55 2
3967 3 1 1 1 24 2 1 1 1 1 55 2
3968 2 2 1 1 55 1 1 1 1 1 44 3
3968 3 2 1 1 6 2 1 1 1 1 44 3
3968 4 1 1 1 4 2 1 1 1 1 44 3
3969 2 1 5 1 58 1 2 2 1 1 44 3
3969 3 1 1 1 9 2 2 2 1 1 44 3
3969 4 1 1 1 6 2 2 2 1 1 44 3
3970 2 1 1 1 50 1 1 2 1 1 49 3
3970 3 1 1 1 21 2 1 2 1 1 49 3
3970 4 1 1 1 17 2 1 2 1 1 49 3
3971 2 2 1 1 53 1 1 1 1 1 50 2
3971 3 2 1 1 23 2 1 1 1 1 50 2
3972 2 1 2 1 23 10 2 2 2 1 72 1
3973 2 1 1 1 40 1 1 2 1 1 27 2
3973 3 1 1 1 18 2 1 2 1 1 27 2
3974 2 1 5 1 49 1 1 2 8 1 57 2
3974 3 1 2 1 21 2 1 2 8 1 57 2
3975 2 1 1 2 33 11 1 2 1 2 29 3
3975 3 2 3 1 26 11 1 2 1 2 29 3
3975 4 1 1 1 23 11 1 2 1 2 29 3
3976 2 1 1 2 53 1 1 2 1 2 51 1
3977 2 1 1 1 28 1 2 2 1 1 28 2
3977 3 1 1 1 1 11 2 2 1 1 28 2
3978 2 2 1 1 59 1 1 1 1 1 65 1
3979 2 2 1 1 67 1 1 1 1 1 82 1
3980 2 2 1 1 59 1 1 1 1 1 59 1
3981 2 1 1 1 40 1 1 2 1 1 32 2
3981 3 2 1 1 6 2 1 2 1 1 32 2
3982 2 1 7 1 79 1 1 2 1 1 78 1
3983 2 2 6 1 42 1 1 1 6 1 60 2
3983 3 2 6 1 43 10 1 1 6 1 60 2
3984 2 2 1 4 27 1 2 1 1 4 27 2
3984 3 1 1 4 7 3 2 1 1 4 27 2
3985 2 2 1 2 30 1 2 1 1 2 24 1
3986 2 1 1 1 9 2 2 2 1 1 25 2
3986 3 1 1 1 2 2 2 2 1 1 25 2
3987 2 2 1 2 94 1 1 1 1 1 54 2
3987 3 2 7 2 22 2 1 1 1 1 54 2
3988 2 1 1 1 37 2 1 2 1 1 69 1
3989 2 1 1 1 41 1 1 2 1 1 36 2
3989 3 1 1 1 17 2 1 2 1 1 36 2
3990 2 2 1 1 15 2 1 1 1 1 49 2
3990 3 2 1 1 5 2 1 1 1 1 49 2
3991 2 2 7 2 18 2 1 1 7 2 42 3
3991 3 1 1 2 28 5 1 1 7 2 42 3
3991 4 1 7 2 43 11 1 1 7 2 42 3
3992 2 1 1 1 48 1 1 2 1 1 48 2
3992 3 1 1 1 8 2 1 2 1 1 48 2
3993 2 2 1 1 67 1 1 1 1 1 74 1
3994 2 1 2 1 69 1 2 2 2 1 60 1
3995 2 1 8 1 42 1 1 2 6 1 38 2
3995 3 2 6 1 2 2 1 2 6 1 38 2
3996 2 2 1 1 29 1 1 1 1 1 54 2
3996 3 2 1 1 8 11 1 1 1 1 54 2
3997 2 2 1 1 72 1 1 1 1 1 68 1
3998 2 2 1 1 70 1 1 1 1 1 74 1
3999 2 2 1 1 28 2 1 1 1 1 60 3
3999 3 2 8 1 25 2 1 1 1 1 60 3
3999 4 1 1 1 68 11 1 1 1 1 60 3
4000 2 2 1 1 53 1 1 1 1 1 58 1
4001 2 2 2 1 41 1 2 1 2 1 43 1
4002 2 2 1 1 51 1 1 1 1 1 53 1
4003 2 1 1 1 21 2 1 2 1 1 54 1
4004 2 2 1 1 56 1 1 1 1 1 77 1
4005 2 2 1 1 83 11 1 1 1 1 83 1
4006 2 2 1 3 13 2 1 1 1 1 42 2
4006 3 2 1 1 42 1 1 1 1 1 42 2
4007 2 1 1 1 84 5 1 1 1 1 77 1
4008 2 1 1 1 57 1 1 2 1 1 46 2
4008 3 2 1 1 49 12 1 2 1 1 46 2
4009 2 2 1 1 63 1 1 1 1 1 62 1
4010 2 2 2 1 54 2 2 2 2 1 77 2
4010 3 1 2 1 20 7 2 2 2 1 77 2
4011 2 2 1 1 59 1 2 1 1 1 64 1
4012 2 2 1 1 42 1 2 1 1 1 45 3
4012 3 2 1 1 15 2 2 1 1 1 45 3
4012 4 2 1 1 10 2 2 1 1 1 45 3
4013 2 2 1 2 68 1 1 1 1 2 62 2
4013 3 2 1 2 25 2 1 1 1 2 62 2
4014 2 2 1 1 49 1 1 1 1 1 39 1
4015 2 2 6 1 88 1 1 1 6 1 61 2
4015 3 2 6 1 88 8 1 1 6 1 61 2
4016 2 2 1 1 32 1 1 1 1 1 39 1
4017 2 2 1 1 51 1 1 1 1 1 64 1
4018 2 2 1 1 73 1 1 1 1 1 66 1
4019 2 2 1 1 61 1 1 1 1 1 64 2
4019 3 1 1 1 26 4 1 1 1 1 64 2
4020 2 1 1 2 19 1 1 2 1 2 39 3
4020 3 1 1 2 8 2 1 2 1 2 39 3
4020 4 2 1 2 4 2 1 2 1 2 39 3
4021 2 2 1 2 29 11 2 2 1 1 27 1
4022 2 1 2 1 69 1 1 2 2 1 35 3
4022 3 1 2 1 18 2 1 2 2 1 35 3
4022 4 1 2 1 14 2 1 2 2 1 35 3
4023 2 1 1 1 74 1 2 2 1 1 30 1
4024 2 2 1 1 56 1 1 1 1 1 68 1
4025 2 1 2 5 21 2 1 2 2 5 45 2
4025 3 1 2 5 19 2 1 2 2 5 45 2
4026 2 1 1 1 73 1 1 2 1 1 62 1
4027 2 2 1 1 88 1 1 1 1 1 85 1
4028 2 1 1 3 18 1 2 2 7 5 31 3
4028 3 1 7 3 12 2 2 2 7 5 31 3
4028 4 2 7 3 8 2 2 2 7 5 31 3
4029 2 1 1 1 51 1 1 2 1 1 51 2
4029 3 1 1 1 17 2 1 2 1 1 51 2
4030 2 2 1 1 66 1 2 1 1 1 59 1
4031 2 2 1 1 40 1 1 1 8 1 47 3
4031 3 2 9 1 19 2 1 1 8 1 47 3
4031 4 1 9 1 16 4 1 1 8 1 47 3
4032 2 2 1 1 68 1 1 1 1 1 79 1
4033 2 1 1 1 58 1 1 2 1 1 29 1
4034 2 2 1 1 49 11 2 1 1 1 46 1
4035 2 1 1 1 18 1 1 2 1 1 44 3
4035 3 1 1 1 18 2 1 2 1 1 44 3
4035 4 1 1 1 22 2 1 2 1 1 44 3
4036 2 1 8 1 59 1 1 2 1 1 62 1
4037 2 2 1 1 21 2 1 1 1 1 51 1
4038 2 1 1 1 33 1 1 2 1 1 34 2
4038 3 1 1 1 6 2 1 2 1 1 34 2
4039 2 2 6 1 48 1 1 1 6 1 37 3
4039 3 2 6 1 5 2 1 1 6 1 37 3
4039 4 2 6 1 2 2 1 1 6 1 37 3
4040 2 2 1 1 53 11 1 1 1 1 49 1
4041 2 1 1 1 3 2 2 2 1 1 26 2
4041 3 1 1 1 34 11 2 2 1 1 26 2
4042 2 2 1 1 76 1 1 1 1 1 64 3
4042 3 2 1 1 35 2 1 1 1 1 64 3
4042 4 2 8 5 5 7 1 1 1 1 64 3
4043 2 1 1 1 45 1 1 2 1 1 41 3
4043 3 1 1 1 12 2 1 2 1 1 41 3
4043 4 1 1 1 8 2 1 2 1 1 41 3
4044 2 1 1 1 77 1 1 2 1 1 56 1
4045 2 2 1 3 51 1 2 1 1 3 50 2
4045 3 1 1 1 25 4 2 1 1 3 50 2
4046 2 1 1 1 38 1 1 2 1 1 64 1
4047 2 2 1 1 52 11 1 1 1 1 48 1
4048 2 2 1 1 64 1 1 1 1 1 69 1
4049 2 2 1 1 18 9 2 2 1 1 43 1
4050 2 2 1 1 54 1 1 1 8 1 80 2
4050 3 1 1 1 45 2 1 1 8 1 80 2
4051 2 1 2 1 56 1 1 2 2 1 50 3
4051 3 2 2 1 23 2 1 2 2 1 50 3
4051 4 1 2 1 3 7 1 2 2 1 50 3
4052 2 2 1 1 75 1 1 1 1 1 75 2
4052 3 2 1 1 42 2 1 1 1 1 75 2
4053 2 1 1 1 55 1 1 2 1 1 57 1
4054 2 2 6 1 55 1 1 1 1 1 72 1
4055 2 2 1 1 46 1 1 1 1 1 46 1
4056 2 2 1 1 63 1 1 1 1 1 65 1
4057 2 1 4 1 23 2 1 1 4 1 54 2
4057 3 2 4 1 64 12 1 1 4 1 54 2
4058 2 1 1 1 31 1 1 2 1 1 32 1
4059 2 2 1 1 42 1 1 1 1 1 49 2
4059 3 1 1 1 14 2 1 1 1 1 49 2
4060 2 1 6 1 27 1 1 2 6 1 30 1
4061 2 1 1 1 87 1 1 2 1 1 68 1
4062 2 1 1 1 41 1 1 2 1 1 29 3
4062 3 2 1 1 17 2 1 2 1 1 29 3
4062 4 1 1 1 24 12 1 2 1 1 29 3
4063 2 2 1 1 70 1 1 1 1 1 68 1
4064 2 2 1 1 87 11 1 2 1 1 62 1
4065 2 2 6 1 28 11 2 1 1 1 42 1
4066 2 2 1 1 65 1 1 1 1 1 68 1
4067 2 2 1 1 26 2 1 1 1 1 56 3
4067 3 1 1 1 21 2 1 1 1 1 56 3
4067 4 2 1 1 52 11 1 1 1 1 56 3
4068 2 1 1 1 44 1 1 2 1 1 50 1
4069 2 1 1 2 93 1 1 2 1 2 56 2
4069 3 2 1 2 17 10 1 2 1 2 56 2
4070 2 2 1 1 53 1 1 1 1 1 40 3
4070 3 1 1 1 12 2 1 1 1 1 40 3
4070 4 2 1 1 7 2 1 1 1 1 40 3
4071 2 1 1 1 29 2 2 2 2 1 53 1
4072 2 1 1 1 5 2 1 2 1 1 49 2
4072 3 1 1 1 19 2 1 2 1 1 49 2
4073 2 2 1 1 17 7 1 2 1 1 74 2
4073 3 1 1 1 30 12 1 2 1 1 74 2
4074 2 2 1 2 53 1 1 1 1 2 72 1
4075 2 2 1 1 64 1 1 1 1 1 42 3
4075 3 1 1 1 18 2 1 1 1 1 42 3
4075 4 1 1 1 11 2 1 1 1 1 42 3
4076 2 2 1 1 55 1 1 1 1 1 56 1
4077 2 1 1 1 71 1 1 2 1 1 69 1
4078 2 1 2 1 51 2 1 2 2 1 72 1
4079 2 2 1 1 46 1 1 1 1 1 48 1
4080 2 2 1 1 48 1 1 1 1 1 63 2
4080 3 2 1 1 17 2 1 1 1 1 63 2
4081 2 2 1 1 47 1 1 1 1 1 60 2
4081 3 1 1 1 18 2 1 1 1 1 60 2
4082 2 1 1 1 61 1 1 2 1 1 54 2
4082 3 2 1 1 18 3 1 2 1 1 54 2
4083 2 1 1 1 53 5 2 2 1 1 61 1
4084 2 2 2 1 62 2 1 2 2 1 95 3
4084 3 2 8 1 40 7 1 2 2 1 95 3
4084 4 2 2 1 16 2 1 2 2 1 95 3
4085 2 2 1 1 75 1 1 1 1 1 62 1
4086 2 2 1 1 12 2 2 2 1 1 32 3
4086 3 2 1 1 10 2 2 2 1 1 32 3
4086 4 1 1 1 31 11 2 2 1 1 32 3
4087 2 1 1 1 77 1 1 2 1 1 69 1
4088 2 2 1 5 17 2 2 2 1 1 40 3
4088 3 2 1 5 14 2 2 2 1 1 40 3
4088 4 2 1 5 15 2 2 2 1 1 40 3
4089 2 2 1 1 7 2 1 2 1 1 31 1
4090 2 2 2 1 32 2 1 2 2 1 56 3
4090 3 2 2 1 9 7 1 2 2 1 56 3
4090 4 1 2 1 74 1 1 2 2 1 56 3
4091 2 2 1 1 51 1 1 1 1 1 55 3
4091 3 2 1 1 23 2 1 1 1 1 55 3
4091 4 2 1 1 9 2 1 1 1 1 55 3
4092 2 2 1 1 50 1 1 1 1 1 62 2
4092 3 1 1 1 17 2 1 1 1 1 62 2
4093 2 1 1 2 16 1 1 2 1 2 50 2
4093 3 1 1 2 6 2 1 2 1 2 50 2
4094 2 2 1 5 38 1 1 1 1 2 37 3
4094 3 2 7 2 6 2 1 1 1 2 37 3
4094 4 2 1 2 3 2 1 1 1 2 37 3
4095 2 1 1 1 60 1 1 2 1 1 45 3
4095 3 2 1 1 8 2 1 2 1 1 45 3
4095 4 2 1 1 2 2 1 2 1 1 45 3
4096 2 1 1 1 30 1 2 2 4 1 43 3
4096 3 1 1 1 21 11 2 2 4 1 43 3
4096 4 2 1 1 2 2 2 2 4 1 43 3
4097 2 1 1 1 44 1 1 2 1 1 45 3
4097 3 2 1 1 9 2 1 2 1 1 45 3
4097 4 1 1 1 10 2 1 2 1 1 45 3
4098 2 2 8 1 69 1 1 1 1 1 71 1
4099 2 2 1 1 62 1 1 1 1 1 65 1
4100 2 2 1 1 66 1 1 1 1 1 75 1
4101 2 1 2 1 11 2 1 2 1 1 33 3
4101 3 2 2 1 21 2 1 2 1 1 33 3
4101 4 2 2 1 38 12 1 2 1 1 33 3
4102 2 2 1 1 16 2 1 1 1 1 47 2
4102 3 1 1 1 66 6 1 1 1 1 47 2
4103 2 2 1 2 55 1 1 1 1 1 58 1
4104 2 2 1 1 4 11 2 2 1 1 23 2
4104 3 2 1 1 4 2 2 2 1 1 23 2
4105 2 2 1 1 21 1 2 1 1 1 25 1
4106 2 2 8 3 2 2 2 2 1 3 25 2
4106 3 1 2 1 37 11 2 2 1 3 25 2
4107 2 2 1 1 9 3 1 1 1 1 49 3
4107 3 1 1 1 10 2 1 1 1 1 49 3
4107 4 2 1 1 8 2 1 1 1 1 49 3
4108 2 1 7 2 21 1 2 2 7 2 49 2
4108 3 1 7 2 4 2 2 2 7 2 49 2
4109 2 2 1 1 40 1 2 1 1 1 31 3
4109 3 1 1 1 18 4 2 1 1 1 31 3
4109 4 1 1 1 10 2 2 1 1 1 31 3
4110 2 2 1 1 59 1 1 1 1 1 63 2
4110 3 1 1 1 21 2 1 1 1 1 63 2
4111 2 1 1 2 30 1 2 2 7 2 36 2
4111 3 2 1 2 2 2 2 2 7 2 36 2
4112 2 2 1 1 55 1 2 1 1 1 48 1
4113 2 1 1 1 61 1 1 2 1 1 59 1
4114 2 2 1 3 32 7 1 1 1 1 94 3
4114 3 2 7 2 16 7 1 1 1 1 94 3
4114 4 1 2 2 11 7 1 1 1 1 94 3
4115 2 1 1 1 31 1 1 2 1 1 32 1
4116 2 2 1 1 47 1 1 1 1 1 49 1
4117 2 1 1 2 18 11 1 2 1 1 18 1
4118 2 1 2 1 49 1 2 2 2 1 63 1
4119 2 1 1 1 51 11 1 2 1 1 60 1
4120 2 2 1 1 75 1 1 1 1 1 66 1
4121 2 2 1 1 68 1 1 1 1 1 62 1
4122 2 2 1 1 31 11 2 2 2 1 31 1
4123 2 2 1 1 44 1 1 1 1 1 47 2
4123 3 1 1 1 23 2 1 1 1 1 47 2
4124 2 1 1 1 75 1 1 2 1 1 71 1
4125 2 2 1 1 25 1 1 1 1 1 38 1
4126 2 2 1 1 64 1 1 1 1 1 60 1
4127 2 2 1 1 30 11 2 2 1 1 32 1
4128 2 2 1 1 65 1 1 1 1 1 82 1
4129 2 1 1 1 51 2 2 2 1 1 79 1
4130 2 2 1 1 54 1 1 1 1 1 53 1
4131 2 2 3 1 45 1 1 1 1 1 42 3
4131 3 2 1 1 8 2 1 1 1 1 42 3
4131 4 1 1 1 14 2 1 1 1 1 42 3
4132 2 2 1 1 65 1 1 1 1 1 77 2
4132 3 1 1 1 43 2 1 1 1 1 77 2
4133 2 2 1 1 61 1 1 1 1 1 63 1
4134 2 2 1 1 73 1 1 1 1 1 59 1
4135 2 2 1 1 66 1 1 1 1 1 70 1
4136 2 2 1 1 61 1 1 1 1 1 59 1
4137 2 1 1 1 8 2 1 2 1 1 28 2
4137 3 1 1 1 40 11 1 2 1 1 28 2
4138 2 1 1 1 20 2 2 1 1 1 31 2
4138 3 1 1 1 27 11 2 1 1 1 31 2
4139 2 2 1 1 59 1 1 1 1 1 61 1
4140 2 1 7 3 18 2 1 2 7 5 49 1
4141 2 2 1 1 47 1 1 1 1 1 58 2
4141 3 1 1 1 23 2 1 1 1 1 58 2
4142 2 2 1 1 43 1 1 1 1 1 29 3
4142 3 1 1 1 3 2 1 1 1 1 29 3
4142 4 1 1 1 2 2 1 1 1 1 29 3
4143 2 1 1 1 24 11 2 1 1 1 25 1
4144 2 2 6 1 86 1 1 1 6 1 60 2
4144 3 2 6 1 30 12 1 1 6 1 60 2
4145 2 2 1 1 76 1 1 1 1 1 61 1
4146 2 1 1 1 61 1 1 2 1 1 42 1
4147 2 2 1 1 17 2 2 2 1 1 38 1
4148 2 2 1 1 28 11 2 2 1 1 29 1
4149 2 1 1 1 40 1 1 2 1 1 42 2
4149 3 2 1 1 13 2 1 2 1 1 42 2
4150 2 1 9 3 54 1 1 2 7 5 47 3
4150 3 2 7 3 12 2 1 2 7 5 47 3
4150 4 1 7 1 52 11 1 2 7 5 47 3
4151 2 2 1 1 73 1 1 1 8 1 71 1
4152 2 2 1 1 35 1 1 1 1 1 35 2
4152 3 2 1 1 3 2 1 1 1 1 35 2
4153 2 1 1 2 27 11 2 2 1 1 24 1
4154 2 2 1 1 21 11 1 1 1 1 24 1
4155 2 1 6 1 43 1 1 2 6 1 42 2
4155 3 1 6 1 5 2 1 2 6 1 42 2
4156 2 2 2 1 94 1 2 1 2 1 53 2
4156 3 2 2 1 62 6 2 1 2 1 53 2
4157 2 1 1 5 61 5 2 2 1 5 54 1
4158 2 2 1 1 56 1 1 1 8 1 84 1
4159 2 2 1 1 61 1 1 1 1 1 55 1
4160 2 1 1 1 22 2 1 2 1 1 38 1
4161 2 1 1 1 51 1 1 2 1 1 25 3
4161 3 2 1 1 14 2 1 2 1 1 25 3
4161 4 1 1 1 4 2 1 2 1 1 25 3
4162 2 2 1 1 53 1 1 1 1 1 55 1
4163 2 1 1 1 3 2 2 1 1 1 28 2
4163 3 2 1 1 39 11 2 1 1 1 28 2
4164 2 2 1 1 70 1 1 1 1 1 86 2
4164 3 1 1 1 57 2 1 1 1 1 86 2
4165 2 2 1 1 14 2 1 2 1 1 50 2
4165 3 2 1 1 7 2 1 2 1 1 50 2
4166 2 2 1 1 21 11 2 1 1 1 28 1
